"isqno","attacker","nam","co","str","code","intst","rerp","cas","finst","cav","tank","lt","mbt","arty","fly","ctank","carty","cfly","pri1","pri2","pri3","sec1","sec2","sec3","reso1","reso2","reso3","strpl","strmi","caspl","casmi","ach","actors"
550,1,"IS GUR PARA BDE(+)","BG NARKISS","27682",3,,,"1750","25932",0,91,18,73,72,11,40,,,"DE",,,,,,"BB",,,15,-15,15,-15,8,"Israel"
551,0,"JOR 40TH ARMD BDE(-)(+)","LCOL EL KHALIDI","9900",3,,,"350","9550",0,120,0,120,24,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,"Jordan"
551,1,"IS BAR KOCHVA'S ARMD BDE(+)","BG PELED","12800",3,,,"375","12425",0,140,0,140,48,21,18,,,"FF",,,"EE","RR",,"BB","WD",,15,-15,15,-15,6,"Israel"
552,0,"JOR 40TH ARMD BDE(-)(+)","LCOL EL KHALIDI","5450",1,"5450",0,"250","5200",0,60,0,60,24,0,25,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,"Jordan"
552,1,"IS RAM ARMD BDE","COL RAM","5350",1,"5350",0,"250","5100",0,90,0,90,24,21,18,,,"FF","EE","RR",,,,"PP",,,15,-15,15,-15,6,"Israel"
553,0,"JOR 25TH INF BDE","LCOL EL KHALIDI","8640",3,,,"350","8290",0,84,0,84,24,0,35,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,"Jordan"
553,1,"IS PELED ARMD DIV","BG PELED","10700",1,"10700",0,"375","10325",0,180,0,180,48,52,18,,,"FF","EE","RR",,,,"BB","PS",,15,-15,15,-15,7,"Israel"
554,0,"EG 7TH INF DIV(+)","MG SOLIMAN","19500",1,"19500",0,"2700","16800",0,197,13,184,68,51,70,,,"DO","EE","LR",,,"0","WL",,,15,-15,15,-15,4,"Egypt"
554,1,"IS TAL DIV","BG TAL","19520",1,"19520",0,"700","18820",0,240,105,135,84,38,15,,,"DE",,,"FE",,,"BB","PS",,15,-15,15,-15,8,"Israel"
555,0,"EG 3RD INF DIV","MG NASSER","10050",1,"10050",0,"1350","8700",0,180,20,160,48,20,30,,,"DO","FF",,,,"0","WL",,,15,-15,15,-15,4,"Egypt"
555,1,"IS YOFFE DIV","BG YOFFE","10450",3,,,"90","10360",0,180,60,120,48,76,11,,,"FF","EE","RR",,,,"BB","PS",,15,-15,15,-15,8,"Israel"
556,0,"EG 2ND INF DIV","MG NAGUIB","18450",1,"18450",0,"900","17550",0,114,10,104,126,0,40,,0,"DO",,,,,"0","WL",,,15,-15,15,-15,3,"Egypt"
556,1,"IS SHARON DIV","BG SHARON","19280",1,"19280",0,"300","18980",0,120,30,90,72,0,19,,0,"EE","LR",,"EE","RR","FE","BB","PS",,15,-15,15,-15,9,"Israel"
557,0,"EG 7TH INF DIV(-)","MG SOLIMAN","12750",1,"12750",0,"225","12525",0,78,5,73,36,0,40,36,,"DD",,,,,"0","WD",,,15,-15,15,-15,2,"Egypt"
557,1,"IS TAL DIV(-)","BG TAL","6912",1,"6912",0,"135","6777",0,90,0,90,48,38,13,,,"FF",,,,,,"BB","PS",,15,-15,15,-15,9,"Israel"
558,0,"EG 3RD INF DIV(-)","MG NASSER","3000",1,"3000",0,"450","2550",0,60,0,60,48,0,32,,0,"DD",,,,,"0","SS","WD",,15,-15,15,-15,7,"Egypt"
558,1,"IS YOFFE DIV(-)(+)","BG YOFFE","10800",1,"10800",0,"70","10730",0,184,20,164,48,52,10,0,,"FF",,,,,,"SS",,,15,-15,15,-15,7,"Israel"
559,0,"PALES 20TH PLA DIV(+)","MG HASNI","17450",1,"17450",0,"626","16824",0,134,10,124,114,10,90,114,,"DD",,,,,"0",,,,15,-15,15,-15,4,"Palestine"
559,1,"IS RESHEF TASK FORCE","BG TAL","12150",1,"12150",0,"55","12095",0,100,10,90,72,38,8,,,"FF",,,,,,"BB",,,15,-15,15,-15,8,"Israel"
56,0,"PR ARMY","FREDERICK II","24500",1,"24500",0,"4819","19681",7000,0,0,0,82,0,0,,0,"DO","FF",,"EE","RR","0","BB","PS",,14,0,4,0,8,"Prussia"
56,1,"AUS ARMY","LORRAINE","29000",1,"29000",0,"6332","22668",10000,0,0,0,40,0,0,16,0,"FF",,,,,,"RR","WD",,0,-3,0,-1,5,"Habsburg Empire"
560,0,"EG 3RD INF DIV","MG GHOUL","3000",3,,,"550","2450",0,40,10,30,24,0,30,,0,"DD",,,,,"0","WL",,,15,-15,15,-15,3,"Egypt"
560,1,"IS YOFFE DIV","BG YOFFE","8700",3,,,"60","8640",0,146,0,146,48,40,10,,,"FF","EE","LR",,,,"BB",,,15,-15,15,-15,7,"Israel"
561,0,"IS YOFFE DIV(-)","BG YOFFE","7250",3,,,"90","7160",0,90,0,90,48,20,16,,,"DO","EE","RR",,,"0","PS",,,15,-15,15,-15,8,"Israel"
561,1,"EG 3RD INF DIV(+)",,"22000",1,"22000",0,"550","21450",0,224,20,204,114,0,100,,0,"FF",,,,,,"RR","WL",,15,-15,15,-15,3,"Egypt"
562,0,"EG 3RD INF DIV & 4TH ARMD DIV(-)","MG GHOUL","13500",3,,,"550","12950",0,172,15,157,48,0,30,,0,"DD",,,,,"0","WL",,,15,-15,15,-15,4,"Egypt"
562,1,"IS TAL DIV","BG TAL","10200",3,,,"75","10125",0,220,85,135,72,40,5,,,"EE","LR",,,,,"PP",,,15,-15,15,-15,7,"Israel"
563,0,"EG 6TH MECH DIV","MG HASSAN","18450",1,"18450",0,"625","17825",0,114,10,104,72,0,60,72,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,"Egypt"
563,1,"IS SHARON DIV","BG SHARON","18780",1,"18780",0,"60","18720",0,120,0,120,72,122,4,,,"DE",,,,,,"BB",,,15,-15,15,-15,9,"Israel"
564,0,"IS TAL DIV","COL GONEN","3600",3,,,"60","3540",0,70,40,30,0,0,3,0,,"DO","DE",,,,"0","PS",,,15,-15,15,-15,8,"Israel"
564,1,"EG ARMD BDE",,"3500",1,"3500",0,"450","3050",0,60,0,60,0,0,20,0,0,"FF",,,,,,"WL",,,15,-15,15,-15,3,"Egypt"
565,0,"SYR 11TH INF BDE(+)","COL AMIR","8160",1,"8160",0,"850","7310",0,75,0,75,70,0,20,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,2,"Syria"
565,1,"IS GOLANI BDE","COL EFRAT","5375",1,"5375",0,"300","5075",0,10,0,10,24,119,5,,,"FF",,,,,,"PP",,,15,-15,15,-15,8,"Israel"
566,0,"SYR 8TH INF BDE(+)","BG TAYAN","4350",1,"4350",0,"300","4050",0,50,0,50,76,0,20,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,2,"Syria"
566,1,"IS RAM BDE","COL RAM","5350",1,"5350",0,"150","5200",0,90,0,90,24,0,30,,0,"FF",,,,,,"PP",,,15,-15,15,-15,8,"Israel"
567,0,"SYR 11TH INF BDE(+)","COL AMIR","8560",1,"8560",0,"500","8060",0,75,0,75,82,0,25,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,2,"Syria"
567,1,"IS MENDLER'S BDE","COL MENDLER","5850",1,"5850",0,"230","5620",0,90,30,60,24,119,55,,,"FF","EE","RF",,,,"PP",,,15,-15,15,-15,7,"Israel"
568,0,"JOR 1ST INF DIV","MG HADITHA","16168",1,"16168",0,"497","15671",0,60,0,60,91,0,33,0,0,"DO","FF",,,,"0","SS",,,15,-15,15,-15,6,"Jordan"
568,1,"IS GONEN TASK FORCE","BG GONEN","11940",1,"11940",0,"201","11739",0,128,8,120,67,156,20,1,1,"FF","DE",,"FE",,,"PP","SS","WD",0,-50,0,-30,6,"Israel"
569,0,"IS SINAI DEF FORCE","MG MENDLER","4455",1,"4455",0,"275","4180",0,67,6,61,40,70,44,,,"DO","FF",,,,"0","RR","WD",,15,-15,15,-15,4,"Israel"
569,1,"EG 2ND ARMY","MG MAMOUN","29490",3,,,"400","29090",0,67,50,17,1223,104,2,,,"RC","FF",,,,,"PP",,,15,-15,15,-15,8,"Egypt"
57,0,"FR ARMY","NOAILLES","26000",1,"26000",0,"4000","22000",4000,0,0,0,56,0,0,0,0,"DO","FF",,,,"0","RR","WD",,123,0,20,0,3,"France"
57,1,"BR & HAN ARMY","GEORGE II","35000",1,"35000",0,"2500","32500",8000,0,0,0,98,0,0,1,0,"FF",,,,,,"PP","PS",,6,0,0,-4,6,"Great Britain"
570,0,"IS SINAI DEF FORCE","MG MENDLER","3020",3,,,"225","2795",0,52,4,48,28,70,42,,,"DO","FF",,,,"0","RR","WD",,15,-15,15,-15,4,"Israel"
570,1,"EG 3RD ARMY","MG WASSEL","22850",3,,,"350","22500",0,71,60,11,971,104,20,,,"RC","FF",,"EE","LR",,"PP",,,15,-15,15,-15,8,"Egypt"
571,0,"IS SINAI DEF FORCE","MG MENDLER","14000",3,,,"450","13550",0,192,0,192,40,67,57,,,"DO","FF",,,,"0","SS",,,15,-15,15,-15,6,"Israel"
571,1,"EG 2ND ARMY","MG MAMOUN","63910",3,,,"800","63110",0,464,27,437,639,100,9,,,"FF",,,"EE","RR",,"PP","SS",,15,-15,15,-15,8,"Egypt"
572,0,"IS SINAI DEF FORCE","MG MENDLER","10980",3,,,"400","10580",0,148,13,135,24,67,44,,,"DO","FF",,,,"0","SS",,,15,-15,15,-15,6,"Israel"
572,1,"EG 3RD ARMY","MG WASSEL","45160",3,,,"750","44410",0,310,18,292,555,100,10,,,"FF",,,"EE","LF",,"PP","SS",,15,-15,15,-15,8,"Egypt"
573,0,"EG 2ND ARMY","MG MAMOUN","67440",1,"67440",0,"700","66740",0,516,30,486,639,100,27,,,"DO","EE","LF",,,"0","SS",,,15,-15,15,-15,7,"Egypt"
573,1,"IS ADAN DIV","MG ADAN","25850",1,"25850",0,"700","25150",0,530,50,480,44,66,78,,,"FF",,,"EE","RF",,"RR","SS",,15,-15,15,-15,4,"Israel"
574,0,"IS SASSON FORCE & SHARON DIV","MG GONEN","43400",1,"43400",0,"380","43020",0,714,70,644,144,72,31,,,"DO",,,,,"0",,,,15,-15,15,-15,8,"Israel"
574,1,"EG 2ND ARMY","MG MAMOUN","81160",1,"81160",0,"1700","79460",0,1002,70,932,585,44,120,,,"FF",,,,,,"RR","WL",,15,-15,15,-15,3,"Egypt"
575,0,"IS MAGEN DIV(-)(+)","BG MAGEN","28600",1,"28600",0,"260","28340",0,348,40,308,96,72,17,,,"DD",,,,,"0",,,,15,-15,15,-15,8,"Israel"
575,1,"EG 3RD ARMY","MG WASSEL","57960",1,"57960",0,"1350","56610",0,709,50,659,447,44,140,,,"FF",,,,,,"RR","WL",,15,-15,15,-15,5,"Egypt"
576,0,"EG 16TH DIV(1/2) & 21ST DIV(1/2)","BG HAFIZ & BG OWBY","30970",3,,,"500","30470",0,389,30,359,322,0,62,,0,"DO","FF",,,,"0","RR","SS",,15,-15,15,-15,4,"Egypt"
576,1,"IS SHARON DIV","MG SHARON","22790",3,,,"100","22690",0,344,30,314,96,0,56,,0,"EE","RR",,"FF",,,"PP","SS",,15,-15,15,-15,7,"Israel"
577,0,"EG 16TH DIV(-)(+)","BG HAFIZ","36840",3,,,"2400","34440",0,419,0,419,347,164,222,,,"DO","EE","LF",,,"0","WL",,,15,-15,15,-15,3,"Egypt"
577,1,"IS ADAN DIV(+)","MG ADAN","28900",1,"28900",0,"950","27950",0,444,40,404,72,267,40,,,"FF","DE",,,,,"PP",,,15,-15,15,-15,7,"Israel"
578,0,"EG 2ND ARMY(-)","MG KALIL","18180",1,"18180",0,"800","17380",0,293,23,270,119,80,64,,,"DO","FF",,,,"0","RR","WD",,15,-15,15,-15,5,"Egypt"
578,1,"IS ADAN DIV(+)","MG ADAN","19600",1,"19600",0,"300","19300",0,232,20,212,72,153,15,,,"FF",,,"EE","LR",,"PP",,,15,-15,15,-15,8,"Israel"
579,0,"EG 2ND ARMY(-)","MG KALIL","23860",3,,,"1800","22060",0,246,17,229,137,72,92,,,"DO","FF",,,,"0","PP","SS",,15,-15,15,-15,8,"Egypt"
579,1,"IS SHARON DIV","MG SHARON","17000",3,,,"600","16400",0,232,20,212,72,120,40,,,"FF","DE",,,,,"PP","RR","SS",15,-15,15,-15,4,"Israel"
58,0,"FR ARMY","SAXE","60000",1,"60000",0,"6000","54000",15000,0,0,0,100,0,0,0,0,"DO","FF",,,,"0",,,,16,0,14,0,8,"France"
58,1,"BR ALLIED ARMY","CUMBERLAND","50000",1,"50000",0,"12000","38000",10000,0,0,0,101,0,0,32,0,"FF",,,"FE",,,"RR","WD",,6,0,0,-42,4,"Great Britain"
580,0,"EG 3RD ARMY(-)","MG WASSEL","35633",3,,,"1650","33983",0,454,60,394,213,150,114,,,"DO","FF",,,,"0","WD",,,15,-15,15,-15,4,"Egypt"
580,1,"IS ADAN DIV(+)","MG ADAN","16200",3,,,"300","15900",0,318,30,288,48,240,30,,,"FF","DE",,,,,"BB",,,15,-15,15,-15,7,"Israel"
581,0,"EG 3RD ARMY(-)","MG WASSEL","25600",1,"25600",0,"1100","24500",0,445,35,410,160,40,35,,,"DD",,,,,"0","WD",,,15,-15,15,-15,4,"Egypt"
581,1,"IS ADAN DIV(+)","MG ADAN","16200",1,"16200",0,"150","16050",0,318,30,288,72,82,15,,,"FF","DE",,,,,"PP",,,15,-15,15,-15,6,"Israel"
582,0,"EG 3RD ARMY(-)","MG WASSEL","22570",1,"22570",0,"1100","21470",0,259,18,241,139,57,68,,,"DD",,,,,"0","WD",,,15,-15,15,-15,2,"Egypt"
582,1,"IS ADAN DIV(+)","MG ADAN","11700",1,"11700",0,"150","11550",0,126,10,116,48,154,8,,,"FF",,,,,,"PP",,,15,-15,15,-15,7,"Israel"
583,0,"EG 3RD ARMY(-)","MG WASSEL","22570",1,"22570",0,"1100","21470",0,259,18,241,139,57,18,,,"DD",,,,,"0","SS",,,15,-15,15,-15,6,"Egypt"
583,1,"IS ADAN DIV(+)","MG ADAN","14681",1,"14681",0,"340","14341",0,225,20,205,60,154,26,,,"FF",,,,,,"RR","WD","SS",15,-15,15,-15,3,"Israel"
584,0,"EG 3RD ARMY(-)","MG WASSEL","14620",1,"14620",0,"400","14220",0,199,15,184,83,37,29,,,"DD",,,,,"0","WD",,,15,-15,15,-15,2,"Egypt"
584,1,"IS MAGEN DIV","BG MAGEN","10900",1,"10900",0,"75","10825",0,164,20,144,36,82,6,,,"EE","RR",,,,,"BB",,,15,-15,15,-15,8,"Israel"
585,0,"IS 7TH ARMD BDE(-)(+)","COL BEN GAL","3630",3,,,"200","3430",0,50,4,46,12,107,14,,,"DD",,,,,"0","SS",,,15,-15,15,-15,6,"Israel"
585,1,"SYR 9TH INF DIV(+)","COL TOURKMANI","17750",3,,,"350","17400",0,75,2,73,115,49,40,,,"FF","EE","LF",,,,"PP","SS",,15,-15,15,-15,6,"Syria"
586,0,"IS 7TH ARMD BDE(-)(+)","COL BEN GAL","5745",3,,,"250","5495",0,78,7,71,16,191,30,,,"DD",,,,,"0","SS",,,15,-15,15,-15,7,"Israel"
586,1,"SYR 7TH INF DIV(+)","BG ABRASH","22750",3,,,"700","22050",0,147,4,143,131,100,96,,,"FF",,,,,,"RR","SS",,15,-15,15,-15,3,"Syria"
587,0,"IS 188TH ARMD BDE(-)(+)","COL BEN SHOHAM","4958",1,"4958",0,"250","4708",0,75,7,68,24,120,25,,,"DO","FF",,,,"0","RR","WD",,15,-15,15,-15,5,"Israel"
587,1,"SYR 5TH INF DIV(+)","BG ASLAN","19525",1,"19525",0,"350","19175",0,147,4,143,129,63,52,,,"FF","EE","RF",,,,"BB",,,15,-15,15,-15,6,"Syria"
588,0,"IS 240TH ARMD DIV","MG LANER","6300",3,,,"150","6150",0,106,10,96,36,132,10,,,"DO","FF",,,,"0","PP","PS",,15,-15,15,-15,7,"Israel"
588,1,"SYR 5TH INF DIV(+)","BG ASLAN","21984",3,,,"500","21484",0,189,7,182,129,70,46,,,"FF",,,,,,"RR","WD",,15,-15,15,-15,3,"Syria"
589,0,"IS 79TH ARMD BDE(+)","COL OR","6946",3,,,"250","6696",0,110,10,100,36,132,10,,,"DO","FF",,,,"0","PP","PS",,15,-15,15,-15,7,"Israel"
589,1,"SYR 1ST ARMD DIV","COL JUHNI","12500",1,"12500",0,"500","12000",0,318,18,300,71,70,69,,,"FF",,,,,,"PP","RR","WD",15,-15,15,-15,3,"Syria"
59,0,"AUS & SAX ARMY","LORRAINE","66000",1,"66000",0,"13176","52824",22000,0,0,0,121,0,0,63,0,"DO","FF",,,,"0","WD",,,14,0,15,0,3,"Habsburg Empire"
59,1,"PR ARMY","FREDERICK II","50000",1,"50000",0,"4737","45263",19900,0,0,0,192,0,0,,0,"FF",,,,,,"BB","PS",,40,0,1,0,9,"Prussia"
590,0,"SYR 5TH INF DIV(+)","BG ASLAN","23750",3,,,"1125","22625",0,253,11,242,151,111,117,,,"DO","FF",,,,"0","WL",,,15,-15,15,-15,3,"Syria"
590,1,"IS 146TH ARMD DIV(+)","MG PELED","17833",3,,,"450","17383",0,249,30,219,60,250,30,,,"FF","EE","LF",,,,"PP","PS",,15,-15,15,-15,7,"Israel"
591,0,"SYR 9TH INF DIV(-)(+)","COL TOURKMANI","14683",3,,,"1125","13558",0,170,8,162,94,111,99,,,"DO","FF",,,,"0","WL",,,15,-15,15,-15,3,"Syria"
591,1,"IS 240TH ARMD DIV(-)(+)","MG LANER","12733",3,,,"450","12283",0,219,20,199,60,249,24,,,"FF",,,"DE",,,"PP","PS",,15,-15,15,-15,7,"Israel"
592,0,"IS 7TH ARMD BDE(+)","COL BEN GAL","5395",3,,,"400","4995",0,38,3,35,24,149,24,,,"DD",,,,,"0",,,,15,-15,15,-15,7,"Israel"
592,1,"SYR 7TH INF DIV(+)","BG ABRASH","31650",3,,,"1200","30450",0,182,6,176,155,53,100,,,"FF",,,"EE","LF",,"RR","WL",,15,-15,15,-15,4,"Syria"
593,0,"SYR PARA BDE(-)",,"1583",1,"1583",0,"100","1483",0,5,0,5,24,15,2,,,"DD",,,,,"0",,,,15,-15,15,-15,8,"Syria"
593,1,"IS GOLANI BDE(-)","COL DRORI","2692",1,"2692",0,"50","2642",0,9,0,9,12,33,1,,,"FF",,,,,,"RR","WD",,15,-15,15,-15,3,"Israel"
594,0,"SYR 7TH INF DIV(-)(+)","BG BERAKDAR","19400",3,,,"1200","18200",0,329,18,311,110,120,126,,,"DO","FF",,,,"0","WD",,,15,-15,15,-15,5,"Syria"
594,1,"IS 36TH MECH DIV","BG EITAN","16100",3,,,"525","15575",0,270,30,240,60,330,30,,,"FF",,,,,,"PP","SS",,15,-15,15,-15,7,"Israel"
595,0,"SYR 1ST ARMD DIV(+)","COL JUHNI","21500",3,,,"900","20600",0,387,20,367,130,80,88,,,"DD",,,,,"0","WD",,,15,-15,15,-15,3,"Syria"
595,1,"IS 240TH ARMD DIV","MG LANER","14700",3,,,"280","14420",0,318,30,288,60,220,20,,,"FF",,,"EE","LR",,"PP",,,15,-15,15,-15,7,"Israel"
596,0,"IS 240TH ARMD DIV","MG LANER","14300",1,"14300",0,"50","14250",0,318,30,288,60,28,4,,,"DD",,,,,"0",,,,15,-15,15,-15,9,"Israel"
596,1,"IR 3RD ARMD DIV","BG LAFTA","12500",1,"12500",0,"450","12050",0,318,18,300,71,40,103,,,"FF",,,,,,"RR","WD",,15,-15,15,-15,1,"Iraq"
597,0,"IS 3RD ARMD DIV","BG LAFTA","12000",1,"12000",0,"200","11800",0,269,15,254,70,20,34,,,"DD",,,,,"0","SS",,,15,-15,15,-15,2,"Israel"
597,1,"IS 240TH ARMD DIV(-)","MG LANER","11000",1,"11000",0,"100","10900",0,212,20,192,40,30,6,,,"EE","RF",,,,,"PP","SS",,15,-15,15,-15,8,"Israel"
598,0,"IS 240TH ARMD DIV","MG LANER","11000",1,"11000",0,"100","10900",0,212,20,192,48,50,8,,,"DD",,,,,"0","SS",,,15,-15,15,-15,8,"Israel"
598,1,"JOR 40TH ARMD BDE(+)","BG EL MAJALI","11500",1,"11500",0,"450","11050",0,269,9,260,48,50,57,,,"FF",,,"EE","LR",,"RR",,,15,-15,15,-15,2,"Jordan"
599,0,"IS 146TH ARMD DIV","MG PELED","16100",1,"16100",0,"160","15940",0,270,30,240,60,50,10,,,"DD",,,,,"0","SS",,,15,-15,15,-15,8,"Israel"
599,1,"SYR 9TH INF DIV(-)(+)","COL TOURKMANI","35750",1,"35750",0,"550","35200",0,566,22,544,198,50,67,,,"FF",,,,,,"RR","WD",,15,-15,15,-15,2,"Syria"
6,0,"SW & SAX ARMY","GUSTAVUS ADOLPHUS","37850",1,"37850",0,"6100","31750",12850,0,0,0,100,0,0,0,0,"DO","EE","LR",,,"0","BB",,,0,-5,0,-18,9,"Sweden"
6,1,"IMP & HOLY LEAGUE ARMY","TILLY","32000",1,"32000",0,"13600","18400",11000,0,0,0,26,0,0,26,0,"FF","EE","LF",,,,"PP","RR","WL",6,0,0,-12,4,"Holy Roman Empire"
60,0,"AUS & SAX ARMY","LORRAINE","41000",1,"41000",0,"7444","33556",12700,0,0,0,98,0,0,19,0,"DD",,,,,"0","WD",,,0,-7,1,0,4,"Habsburg Empire"
60,1,"PR ARMY","FREDERICK II","22562",1,"22562",0,"3876","18686",5852,0,0,0,60,0,0,,0,"FF",,,"EE","LR",,"PP","PS",,0,-3,3,0,9,"Prussia"
600,0,"SYR PARA BDE",,"4750",1,"4750",0,"200","4550",0,0,0,0,27,30,0,,,"DD",,,,,"0",,,,15,-15,15,-15,6,"Syria"
600,1,"IS GOLANI BDE","COL DRORI","5700",1,"5700",0,"150","5550",0,0,0,0,12,30,0,,,"FF",,,,,,"RR","WD",,15,-15,15,-15,3,"Israel"
601,0,"SYR PARA BDE",,"4750",1,"4750",0,"250","4500",0,0,0,0,27,30,0,,,"DD",,,,,"0","WD",,,,,,,3,"Syria"
601,1,"IS GOLANI BDE(+)","COL DRORI","11400",1,"11400",0,"100","11300",0,0,0,0,24,60,0,,,"FF","EE","RR",,,,"BB",,,,,,,7,"Israel"
602,0,"US CCA, 1ST ARM DIV (+)","BG MCQUILLION","5333",1,"5333",0,"920","4413",0,69,16,53,47,0,48,35,,"DO","FF",,,,"0","RR","WL",,,,,,3,"USA"
602,1,"GER ELMS 10TH AND 21ST PNZR DIV","GEN ZIEGLER","6400",1,"6400",0,"20","6380",0,135,0,135,35,180,0,0,,"DE",,,,,,"PP",,,,,,,8,"Germany"
603,0,"GER ELMS 10TH AND 21ST PD","GEN ZIEGLER","8380",1,"8380",0,"50","8330",0,135,0,135,35,125,10,0,,"DO","DE",,,,"0","PP",,,,,,,9,"Germany"
603,1,"US CC C, 1ST ARMD DIV","COL STACK","2738",1,"2738",0,"367","2371",0,66,0,66,26,0,48,4,,"FF",,,,,,"PP","RR","WL",,,,,2,"USA"
604,0,"US 26TH RCT (-)(+)","COL STARK","5303",1,"5303",0,"527","4776",0,13,0,13,30,0,4,8,,"DD",,,,,"0","WD",,,,,,,3,"USA"
604,1,"GER AFRIKA KORPS (-)","FM ROMMEL","7000",1,"7000",0,"200","6800",0,54,24,30,46,0,2,,,"FF",,,"DE",,,"RR","PP","PS",,,,,7,"Germany"
605,0,"GER 1ST/129TH PGR, 15TH PGD","GEN RODT","2200",1,"2200",0,"13","2187",0,14,0,14,42,0,0,,,"DO","DE",,,,"0","PP",,,,,,,8,"Germany"
605,1,"US 141ST RCT (+), 36TH INF DIV","COL WYATT","8000",1,"8000",0,"408","7592",0,50,0,50,105,0,0,,,"FF","RC",,,,,"PP","SS","WL",,,,,2,"USA"
606,0,"GER 1ST/129TH PGR, 15TH PGD","GEN RODT","2200",1,"2200",0,"13","2187",0,14,0,14,42,0,0,,,"DO","DE",,,,"0","PP",,,,,,,8,"Germany"
606,1,"US 141ST RCT (+), 36TH INF DIV","COL WYATT","7600",1,"7600",0,"666","6934",0,50,0,50,105,0,0,,,"FF","RC",,,,,"PP","SS","WL",,,,,2,"USA"
607,0,"GER 3RD/104TH PGR, 15TH PGD","GEN RODT","1800",1,"1800",0,"13","1787",0,14,0,14,42,0,0,,,"DO","EE",,,,"0","PP",,,,,,,8,"Germany"
607,1,"US 143RD RCT (+), 36TH INF DIV","COL MARTIN","7700",1,"7700",0,"162","7538",0,15,0,15,122,0,0,,,"FF","RC",,,,,"PP","SS","WD",,,,,2,"USA"
608,0,"GER 3RD/104TH PGR, 15TH PGD","GEN RODT","1800",1,"1800",0,"13","1787",0,14,0,14,42,0,0,,,"DO","EE",,,,"0","PP",,,,,,,8,"Germany"
608,1,"US 143RD RCT (+), 36TH INF DIV","COL MARTIN","7538",1,"7538",0,"575","6963",0,15,0,15,122,0,0,,,"FF","RC",,,,,"PP","SS","WL",,,,,2,"USA"
609,0,"US 2ND/157TH INF (+), 45TH ID","COL BROWN","4500",1,"4500",0,"442","4058",0,37,0,37,70,267,21,0,,"DD",,,,,"0","WD","SS",,,,,,6,"USA"
609,1,"GER LXXVI PNZ CORPS (-)","GEN MACKENSON","14600",1,"14600",0,"1129","13471",0,40,0,40,100,100,22,,,"FF",,,"EE","RF",,"RR","PP","SS",,,,,6,"Germany"
61,0,"SAX ARMY","RUTKOWSKI","31200",1,"31200",0,"6630","24570",7000,0,0,0,42,0,0,40,0,"DO","FF",,,,"0","WD",,,12,0,58,0,3,"Saxony"
61,1,"PR ARMY","ANHALT-DESSAU","31000",1,"31000",0,"5000","26000",9000,0,0,0,33,0,0,0,0,"FF",,,"EE","LR",,"BB","PS",,13,0,2,0,9,"Prussia"
610,0,"US 179TH INF (-)(+), 45TH ID","COL KAMMERER","5050",1,"5050",0,"750","4300",0,25,0,25,70,165,9,0,,"DD",,,,,"0","WL","RR","SS",,,,,6,"USA"
610,1,"GER LXXVI PNZ CORPS (-)","GEN MACKENSON","15736",1,"15736",0,"613","15123",0,60,0,60,100,70,19,,,"FF",,,"EE","LF",,"RR","PP","SS",,,,,7,"Germany"
611,0,"US 180TH INF (-)(+), 45TH ID","COL DULANEY","4625",1,"4625",0,"199","4426",0,7,0,7,70,267,0,0,,"DD",,,,,"0","SS",,,,,,,6,"USA"
611,1,"GER LXXVI PNZ CORPS (-)","GEN MACKENSON","10000",1,"10000",0,"439","9561",0,20,0,20,100,100,0,,,"FF",,,"EE","LF",,"RR","SS",,,,,,3,"Germany"
612,0,"US 117TH INF (-)(+), 30TH ID","COL JOHNSON","3700",1,"3700",0,"400","3300",0,0,0,0,34,300,0,,,"DD",,,,,"0","SS",,,,,,,6,"USA"
612,1,"GER ELMS 1ST SS AND 2ND PNZ DIVS","GEN LUETTWITZ","8150",1,"8150",0,"700","7450",0,50,0,50,18,66,5,,,"FF",,,,,,"PP","RR",,,,,,3,"Germany"
613,0,"US 120TH INF (-)(+), 30TH ID","COL BIRKS","4600",1,"4600",0,"600","4000",0,8,0,8,34,300,0,,,"DD",,,,,"0","SS",,,,,,,7,"USA"
613,1,"GER ELMS 2ND SS PD AND 17TH SS PGD","COL BAUM","8500",1,"8500",0,"375","8125",0,30,0,30,24,66,4,,,"FF",,,,,,"PP","RR","SS",,,,,4,"Germany"
614,0,"GER LXXIV CORPS (-)","GEN STRAUBE","5025",1,"5025",0,"850","4175",0,60,0,60,38,0,10,,,"DO","DE",,,,"0","PP",,,,,,,7,"Germany"
614,1,"US 112TH INF (+), 28TH ID","COL PETERSON","6200",1,"6200",0,"640","5560",0,44,0,44,71,72,21,0,0,"FF",,,,,,"PP","RR","WL",,,,,4,"USA"
615,0,"GER LXXIV CORPS (-)","GEN STRAUBE","3450",1,"3450",0,"100","3350",0,0,0,0,38,0,0,,,"DO","FF",,,,"0","RR",,,,,,,9,"Germany"
615,1,"US 110TH INF (+), 28TH ID","COL SEELY","4350",1,"4350",0,"163","4187",0,0,0,0,53,0,0,0,,"FF",,,"EE","RF",,"RR","PP","SS",,,,,3,"USA"
