"isqno","war","name","locn","campgn","postype","post1","post2","front","depth","time","aeroa","surpa","cea","leada","trnga","morala","logsa","momnta","intela","techa","inita","wina","kmda","crit","quala","resa","mobila","aira","fprepa","wxa","terra","leadaa","plana","surpaa","mana","logsaa","fortsa","deepa","is_hero","war2","war3","war4","war4_theater","dbpedia","cow_warno","cow_warname","war_initiator","parent"
555,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","BIR LAHFAN","EGYPT","SINAI",2,"HD","PD",0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,14.5,1,1,1,0,2,0,0,0,1,1,1,1,0,0,0,1,"ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","Six Day War of 1967","",,169,"Six Day War of 1967",1,
556,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","ABU AGEILA-UM KATEF","EGYPT","SINAI",0,"FD",,0,0,0,0,2,1,1,1,0,0,0,1,0,1,1,20,1,2,0,0,0,0,0,0,1,2,1,1,0,,,1,"ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","Six Day War of 1967","","http://dbpedia.org/resource/Battle_of_Abu-Ageila_(1967)",169,"Six Day War of 1967",1,
557,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","EL ARISH","EGYPT","SINAI",2,"PD","FD",0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,8,1,1,0,0,1,0,0,0,1,0,0,1,0,,0,1,"ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","Six Day War of 1967","",,169,"Six Day War of 1967",1,
558,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","JEBEL LIBNI","EGYPT","SINAI",1,"PD","DL",1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,5,2,1,0,0,1,0,0,0,1,0,0,1,0,,0,1,"ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","Six Day War of 1967","",,169,"Six Day War of 1967",1,
559,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","GAZA STRIP","EGYPT","SINAI",1,"PD","FD",1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,16,1,2,0,0,1,0,0,0,1,1,1,1,0,,0,1,"ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","Six Day War of 1967","",,169,"Six Day War of 1967",1,
560,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","BIR HASSNA-BIR THAMADA","EGYPT","SINAI",1,"PD","DL",1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,28,1,1,0,2,1,0,0,0,1,1,0,1,0,0,,1,"ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","Six Day War of 1967","",,169,"Six Day War of 1967",1,
561,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","MITLA PASS","EGYPT","SINAI",0,"HD",,0,0,0,,0,,,,,0,0,0,0,,,0,1,,0,0,,0,0,0,,0,0,0,0,0,0,1,"ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","Six Day War of 1967","",,169,"Six Day War of 1967",0,
562,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","BIR HAMMA-BIR GIFGAFA","EGYPT","SINAI",0,"DL",,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,25,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,"ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","Six Day War of 1967","",,169,"Six Day War of 1967",1,
563,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","NAKHL","EGYPT","SINAI",0,"HD",,0,0,0,1,2,1,1,1,1,0,1,0,0,1,1,15,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,"ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","Six Day War of 1967","",,169,"Six Day War of 1967",1,
564,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","BIR GIFGAFA","EGYPT","SINAI",0,"HD",,0,0,0,0,0,,,,0,0,0,0,0,0,,0,1,,,0,0,0,0,0,,0,0,,0,0,0,1,"ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","Six Day War of 1967","",,169,"Six Day War of 1967",0,
565,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","TEL FAHAR-BANIAS","SYRIA","GOLAN",0,"FD",,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,5,1,1,0,0,1,0,0,,1,1,0,1,0,,,1,"ARAB-ISRAELI WAR, 1967 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","Six Day War of 1967","",,169,"Six Day War of 1967",1,
566,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","RAWIYEH","SYRIA","GOLAN",0,"FD",,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,6,1,1,0,1,0,0,0,,1,1,1,1,0,,0,1,"ARAB-ISRAELI WAR, 1967 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","Six Day War of 1967","",,169,"Six Day War of 1967",1,
567,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","ZAOURA-KALA","SYRIA","GOLAN",0,"FD",,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,7.5,1,1,0,0,1,0,0,,1,1,0,1,0,,,1,"ARAB-ISRAELI WAR, 1967 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","Six Day War of 1967","",,169,"Six Day War of 1967",1,
568,"ARAB-ISRAELI WAR, 1968","KERAMA","JORDAN","JORDAN VALLEY",0,"PD",,0,0,0,1,0,1,0,0,0,0,0,,0,1,0,0,2,1,,1,1,,0,,0,0,0,1,0,,0,1,"","","War of Attrition of 1967-1970","","http://dbpedia.org/resource/Battle_of_Karameh",,"",1,
569,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","SUEZ CANAL ASSAULT, NORTH","EGYPT","SUEZ 1973",1,"PD","FD",1,0,0,0,3,,,0,0,0,0,1,0,0,1,5,1,,0,,0,2,0,,0,2,2,0,0,,0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Operation_Badr_(1973)",181,"Yom Kippur War of 1973",1,
570,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","SUEZ CANAL ASSAULT, SOUTH","EGYPT","SUEZ 1973",1,"PD","FD",1,0,0,0,3,,,0,0,0,0,1,0,0,1,5,1,,0,,0,2,0,,0,2,2,0,0,,0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Operation_Badr_(1973)",181,"Yom Kippur War of 1973",1,
571,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","SECOND ARMY BUILDUP","EGYPT","SUEZ 1973",2,"HD","PD",0,0,0,0,1,,,0,2,0,1,0,0,0,1,3,1,,0,,0,2,0,0,0,1,1,0,0,,0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Operation_Badr_(1973)",181,"Yom Kippur War of 1973",1,
572,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","THIRD ARMY BUILDUP","EGYPT","SUEZ 1973",2,"HD","PD",0,0,0,0,1,,,0,2,0,1,0,0,0,1,3,1,,0,,0,2,0,0,0,1,1,0,0,,0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Operation_Badr_(1973)",181,"Yom Kippur War of 1973",1,
573,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","KANTARA-FIRDAN","EGYPT","SUEZ 1973",0,"HD",,0,0,0,0,0,2,2,0,,0,,0,0,0,,0,1,1,0,1,0,,0,0,,,0,,0,0,0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Operation_Badr_(1973)",181,"Yom Kippur War of 1973",0,
574,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","EGYPTIAN OFFENSIVE, NORTH","EGYPT","SUEZ 1973",2,"HD","PD",0,0,0,,0,,,,0,0,0,0,0,0,,0,1,,0,0,,0,0,0,,,0,,0,0,0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Battle_of_the_Sinai",181,"Yom Kippur War of 1973",1,
575,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","EGYPTIAN OFFENSIVE, SOUTH","EGYPT","SUEZ 1973",2,"HD","PD",0,0,0,,0,,,,0,0,0,0,0,0,,0,1,,0,0,,0,0,0,,,0,,0,0,0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Battle_of_the_Sinai",181,"Yom Kippur War of 1973",1,
576,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","DEVERSOIR (CHINESE FARM I)","EGYPT","SUEZ 1973",2,"HD","PD",0,0,0,0,2,1,1,1,0,0,0,0,0,1,1,7,1,1,0,1,0,0,0,0,1,1,1,1,0,,0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Battle_of_the_Chinese_Farm",181,"Yom Kippur War of 1973",0,
577,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","DEVERSOIR (CHINESE FARM II)","EGYPT","SUEZ 1973",2,"HD","PD",0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,10,1,1,0,1,0,0,0,0,2,0,0,1,0,,0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Battle_of_the_Chinese_Farm",181,"Yom Kippur War of 1973",0,
578,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","DEVERSOIR WEST","EGYPT","SUEZ 1973",2,"HD","PD",0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,5,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Battle_of_the_Chinese_Farm",181,"Yom Kippur War of 1973",0,
579,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ISMAILIA","EGYPT","SUEZ 1973",2,"HD","PD",0,0,0,1,0,1,0,1,0,0,0,0,0,0,,17.2,1,0,,0,1,0,0,0,0,0,0,0,0,,,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Battle_of_Ismailia",181,"Yom Kippur War of 1973",0,
580,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","JEBEL GENEIFA","EGYPT","SUEZ 1973",2,"HD","PD",0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,120,1,2,0,2,1,0,0,0,1,0,0,1,0,0,0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","",,181,"Yom Kippur War of 1973",0,
581,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","SHALLUFA I","EGYPT","SUEZ 1973",0,"HD",,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,10,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Battle_of_Suez",181,"Yom Kippur War of 1973",0,
582,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","SHALLUFA II","EGYPT","SUEZ 1973",0,"HD",,0,0,0,1,0,1,2,1,1,0,1,0,0,1,1,20,1,2,1,0,1,0,0,0,1,0,0,1,1,0,0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Battle_of_Suez",181,"Yom Kippur War of 1973",0,
583,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","SUEZ","EGYPT","SUEZ 1973",2,"HD","PD",0,0,0,1,0,1,1,1,1,0,1,0,0,1,,44,1,1,0,0,1,0,0,,0,0,0,1,0,,0,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Battle_of_Suez",181,"Yom Kippur War of 1973",0,
584,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ADABIYA","EGYPT","SUEZ 1973",0,"WD",,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,40,1,1,0,0,1,0,0,0,1,0,0,0,0,0,,1,"ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","",,181,"Yom Kippur War of 1973",0,
585,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","KUNEITRA","SYRIA","GOLAN",0,"PD",,0,0,0,0,2,,,,0,0,0,0,0,0,0,8,2,,0,0,0,0,0,,0,0,1,0,0,,0,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Valley_of_Tears",181,"Yom Kippur War of 1973",1,
586,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","AHMADIYEH","SYRIA","GOLAN",2,"FD","PD",0,0,0,0,2,,,,0,0,0,0,0,0,,1,1,,0,0,0,0,0,,,0,1,0,0,,0,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Valley_of_Tears",181,"Yom Kippur War of 1973",1,
587,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","RAFID","SYRIA","GOLAN",2,"FD","PD",0,0,0,0,2,,,,0,0,0,0,0,0,1,10,1,,0,1,0,2,0,0,0,0,1,0,0,,0,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Valley_of_Tears",181,"Yom Kippur War of 1973",1,
588,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","YEHUDA-EL AL","SYRIA","GOLAN",0,"HD",,0,0,0,,2,,,,0,0,0,0,0,0,,0,1,,,0,,0,0,,,0,0,,0,0,,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Valley_of_Tears",181,"Yom Kippur War of 1973",1,
589,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","NAFEKH","SYRIA","GOLAN",0,"HD",,0,0,0,,2,,,,0,0,1,0,0,1,,0,1,,,0,,0,0,0,,0,0,,0,0,,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/First_Battle_of_Mount_Hermon",181,"Yom Kippur War of 1973",1,
590,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","TEL FARRIS","SYRIA","GOLAN",0,"HD",,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,12,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Valley_of_Tears",181,"Yom Kippur War of 1973",0,
591,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","HUSHNIYAH","SYRIA","GOLAN",0,"HD",,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,5.1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Valley_of_Tears",181,"Yom Kippur War of 1973",0,
592,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","MOUNT HERMONIT","SYRIA","GOLAN",2,"FD","PD",0,0,0,,0,,,,0,0,0,0,0,1,,0,1,,,0,0,0,0,,,0,0,0,0,,0,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Valley_of_Tears",181,"Yom Kippur War of 1973",1,
593,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","MOUNT HERMON I","SYRIA","GOLAN",0,"FD",,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,,0,0,0,0,0,,0,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Second_Battle_of_Mount_Hermon",181,"Yom Kippur War of 1973",0,
594,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","TEL SHAMS","SYRIA","GOLAN",0,"FD",,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,6,1,1,0,0,0,0,0,0,1,0,0,1,0,,0,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","",,181,"Yom Kippur War of 1973",0,
595,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","TEL SHAAR","SYRIA","GOLAN",0,"PD",,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,4,1,1,0,0,0,0,0,0,1,0,0,1,0,,0,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","",,181,"Yom Kippur War of 1973",0,
596,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","TEL EL HARA","SYRIA","GOLAN",0,"HD",,0,0,0,,,,,,0,0,0,,0,,,,1,,0,0,0,0,0,0,,0,,,0,0,0,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","",,181,"Yom Kippur War of 1973",1,
597,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","KFAR SHAMS-TEL ANTAR","SYRIA","GOLAN",0,"HD",,0,0,0,1,2,2,2,2,0,0,0,1,0,1,1,5,1,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","",,181,"Yom Kippur War of 1973",0,
598,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","NABA","SYRIA","GOLAN",0,"PD",,0,0,0,,0,,,,0,0,0,0,0,0,,0,1,,0,0,0,0,0,0,,0,0,,0,0,0,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","",,181,"Yom Kippur War of 1973",1,
599,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB COUNTEROFFENSIVE","SYRIA","GOLAN",0,"PD",,0,0,0,,0,,,,0,0,0,0,0,0,,0,1,,0,0,0,0,0,0,,0,0,,0,,0,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","",,181,"Yom Kippur War of 1973",1,
600,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","MOUNT HERMON II","SYRIA","GOLAN",0,"FD",,0,0,0,1,0,1,1,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,,0,0,0,0,0,,0,1,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Third_Battle_of_Mount_Hermon",181,"Yom Kippur War of 1973",0,
601,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","MOUNT HERMON III","SYRIA","GOLAN",0,"FD",,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,5,1,1,0,0,0,0,0,,1,1,0,1,0,,0,0,"ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","Yom Kippur War of 1973","","http://dbpedia.org/resource/Third_Battle_of_Mount_Hermon",181,"Yom Kippur War of 1973",0,
602,"WORLD WAR II","SIDI BOU ZID I","TUNISIA","NORTHWEST AFRICA",0,"HD",,0,0,0,1,2,1,1,1,0,0,1,,0,1,1,16,0,1,1,1,2,1,0,,0,2,1,2,0,0,1,0,"WORLD WAR II (NORTH AFRICA 1942-1943)","WORLD WAR II","World War II of 1939-1945","",,139,"World War II of 1939-1945",1,
603,"WORLD WAR II","SIDI BOU ZID II","TUNISIA","NORTHWEST AFRICA",0,"HD",,0,0,0,,0,,,,0,0,,,0,,,0,0,,,0,,,0,,0,,0,,0,0,,0,"WORLD WAR II (NORTH AFRICA 1942-1943)","WORLD WAR II","World War II of 1939-1945","",,139,"World War II of 1939-1945",0,
604,"WORLD WAR II","KASSERINE PASS","TUNISIA","NORTHWEST AFRICA",0,"HD",,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,3,0,2,1,1,0,0,0,,1,2,0,1,0,,1,0,"WORLD WAR II (NORTH AFRICA 1942-1943)","WORLD WAR II","World War II of 1939-1945","",,139,"World War II of 1939-1945",1,
605,"WORLD WAR II","RAPIDO NORTH I","ITALY","CASSINO",0,"FD",,0,0,0,1,0,0,,0,0,1,0,,0,,,0.7,0,0,,0,0,1,,,,,0,,0,,,0,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
606,"WORLD WAR II","RAPIDO NORTH II","ITALY","CASSINO",0,"FD",,0,0,0,1,0,0,,0,0,0,0,,0,,,1,0,0,,0,0,1,,,,,0,,0,,,0,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
607,"WORLD WAR II","RAPIDO SOUTH I","ITALY","CASSINO",0,"FD",,0,0,0,1,0,0,,0,0,0,0,,0,,,0.5,0,0,,0,0,1,,,,,0,,0,,,0,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
608,"WORLD WAR II","RAPIDO SOUTH II","ITALY","CASSINO",0,"FD",,0,0,0,1,0,0,,0,0,0,0,,0,,,0.8,0,0,,0,0,1,,,,,0,,0,,,0,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",0,
609,"WORLD WAR II (EUROPEAN THEATER)","BOWLING ALLEY I","ITALY","ANZIO",9,"PD","FD",,,,,2,0,0,0,0,0,1,0,0,1,,0.75,0,0,0,0,,1,1,0,0,1,1,1,0,,,0,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",1,
610,"WORLD WAR II (EUROPEAN THEATER)","BOWLING ALLEY II","ITALY","ANZIO",9,"PD","FD",,,,,2,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,,1,1,0,0,1,1,1,0,,,0,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",1,
611,"WORLD WAR II (EUROPEAN THEATER)","BOWLING ALLEY III","ITALY","ANZIO",9,"PD","FD",,,,,2,0,0,0,0,0,1,0,0,1,,0.2,0,0,0,0,,1,1,0,0,,1,1,0,,,0,"WORLD WAR II (ITALY 1943-1944)","WORLD WAR II","World War II of 1939-1945","Italy",,139,"World War II of 1939-1945",1,
612,"WORLD WAR II (EUROPEAN THEATER)","MORTAIN I","FRANCE","NORMANDY",0,"HD",,0,0,0,,2,0,0,0,0,0,0,0,0,1,,0.8,0,0,,0,,1,0,,0,0,1,1,0,0,0,0,"WORLD WAR II (NORTHWEST EUROPE 1944)","WORLD WAR II","World War II of 1939-1945","Western Front",,139,"World War II of 1939-1945",1,461
613,"WORLD WAR II (EUROPEAN THEATER)","MORTAIN II","FRANCE","NORMANDY",0,"HD",,0,0,0,,2,0,0,0,0,0,0,0,0,1,,4,0,0,,0,,1,0,,0,0,1,1,0,0,0,0,"WORLD WAR II (NORTHWEST EUROPE 1944)","WORLD WAR II","World War II of 1939-1945","Western Front",,139,"World War II of 1939-1945",1,461
614,"WORLD WAR II","SCHMIDT I","GERMANY","SIEGFRIED LINE",9,"PD","FD",,,,1,0,0,0,0,0,0,0,0,0,0,,0.85,0,0,,0,0,0,,,0,,0,0,,,,0,"WORLD WAR II (NORTHWEST EUROPE 1944)","WORLD WAR II","World War II of 1939-1945","Western Front",,139,"World War II of 1939-1945",0,
615,"WORLD WAR II","SCHMIDT II","GERMANY","SIEGFRIED LINE",9,"PD","FD",,,,1,0,0,0,0,0,0,0,0,0,0,,0.15,0,0,,0,0,0,,,0,,0,0,0,,,0,"WORLD WAR II (NORTHWEST EUROPE 1944)","WORLD WAR II","World War II of 1939-1945","Western Front",,139,"World War II of 1939-1945",0,
616,"WORLD WAR II","SCHMIDT III","GERMANY","SIEGFRIED LINE",9,"PD","FD",,,,1,0,0,0,0,0,0,0,0,0,0,,0.5,0,0,,0,0,0,,,0,,0,,0,,,0,"WORLD WAR II (NORTHWEST EUROPE 1944)","WORLD WAR II","World War II of 1939-1945","Western Front",,139,"World War II of 1939-1945",0,
