"isqno","nam","co","str","code","intst","rerp","cas","finst","cav","tank","lt","mbt","arty","fly","ctank","carty","cfly","pri1","pri2","pri3","sec1","sec2","sec3","reso1","reso2","reso3","strpl","strmi","caspl","casmi","ach","attacker","surp","countries"
485,"US 10TH ARMD DIV(-)(+)","COL ROBERTS",4849,"US 10TH ARMD DIV(-)(+)",,,1151,3698,0,152,47,105,18,0,103,,0,"DD",,,,,"0","WL",,,10,-10,10,-10,7,FALSE,"US 10TH ARMD DIV(-)(+)","USA"
486,"FR 2ND ARMY(+)","GEN BILLOTTE",60000,"FR 2ND ARMY(+)",60000,,5000,,0,200,155,45,192,150,,,,"DO","FF",,,,"0","RR","WD",,25,-25,25,-25,5,FALSE,"FR 2ND ARMY(+)","France"
487,"BR 11TH INDIAN DIV","MG MURRAY-LYON",12000,"BR 11TH INDIAN DIV",12000,0,1200,10800,0,0,0,0,56,0,,,0,"DD",,,,,"0","WL",,,10,-25,25,-25,4,FALSE,"BR 11TH INDIAN DIV","Great Britain"
488,"SOV SOUTHWESTERN AG(-)","GEN KIRPONOS",150000,"SOV SOUTHWESTERN AG(-)",150000,,88000,,0,852,420,432,324,450,560,,,"DO","DE",,,,"0","RR","WL",,20,-20,25,-25,3,FALSE,"SOV SOUTHWESTERN AG(-)","USSR"
489,"SOV WESTERN AG(+)","MARSHAL STALIN",1372000,"SOV WESTERN AG(+)",1372000,,885000,,0,950,,,6678,,840,3400,590,"DO","FF",,,,"0","RR","SS",,20,-20,25,-25,6,FALSE,"SOV WESTERN AG(+)","USSR"
490,"GER AG CENTER","FM VON BOCK",880000,"GER AG CENTER",880000,,85300,,0,850,,,2050,,510,210,,"DD",,,,,"0","WD",,,15,-15,20,-20,5,FALSE,"GER AG CENTER","Germany"
491,"GER 9TH ARMY","GEN MODEL",12035,"GER 9TH ARMY",12035,33872,6534,39373,0,258,,,366,,110,123,,"DO",,,,,"0","WD",,,15,-15,20,-20,5,FALSE,"GER 9TH ARMY","Germany"
492,"GER 18TH ARMY(-)","GEN LINDEMANN",30000,"GER 18TH ARMY(-)",30000,,4150,,0,20,0,20,182,140,7,,,"DO","FF",,,,"0","RR","WD",,15,-15,20,-20,4,FALSE,"GER 18TH ARMY(-)","Germany"
493,"SOV 6TH GUARDS ARMY","GEN CHISTYAKOV",45000,"SOV 6TH GUARDS ARMY",45000,,5680,,0,55,,,1180,,45,,,"DD",,,,,"0","WD",,,20,-20,25,-25,5,FALSE,"SOV 6TH GUARDS ARMY","USSR"
494,"SOV 6TH & 7TH GDS ARMIES","LG CHISTYAKOV",75000,"SOV 6TH & 7TH GDS ARMIES",75000,0,4900,70100,0,155,,,2115,837,88,99,,"DO","FF",,,,"0","RR",,,20,-20,25,-25,4,FALSE,"SOV 6TH & 7TH GDS ARMIES","USSR"
495,"SOV 6TH GDS ARMY(+)","GEN CHISTYAKOV",149000,"SOV 6TH GDS ARMY(+)",,,25800,123200,0,450,,,1600,,292,,,"DO","FF",,,,"0","RR","WD",,20,-20,25,-25,5,FALSE,"SOV 6TH GDS ARMY(+)","USSR"
496,"SOV 6TH GDS ARMY(+)","GEN CHISTYAKOV",129000,"SOV 6TH GDS ARMY(+)",129000,,30200,,0,310,,,1490,,139,,,"DO","FF",,,,"0","SS",,,20,-20,25,-25,7,FALSE,"SOV 6TH GDS ARMY(+)","USSR"
497,"GER 2ND SS PZ CORPS","GEN HAUSSER",82300,"GER 2ND SS PZ CORPS",82300,,5100,,0,505,,,419,,200,25,,"DO","FF",,,,"0","RR","SS",,15,-15,20,-20,4,FALSE,"GER 2ND SS PZ CORPS","Germany"
498,"GER 4TH PZ ARMY(+)","GEN HOTH",280000,"GER 4TH PZ ARMY(+)",280000,,39500,,0,600,,,1600,,340,,,"DO",,,,,"0","WL",,,15,-15,20,-20,5,FALSE,"GER 4TH PZ ARMY(+)","Germany"
499,"GER 167TH INF DIV","LG TRIERENBERG",15000,"GER 167TH INF DIV",15000,,2405,,0,50,0,50,171,,,,,"DD",,,,,"0","WD",,,15,-15,20,-20,4,FALSE,"GER 167TH INF DIV","Germany"
500,"GER 6TH FIELD ARMY","GEN HOLLIDT",210000,"GER 6TH FIELD ARMY",210000,,36500,,0,300,,,1300,,170,,,"DO","FF",,,,"0","WL",,,15,-15,20,-20,6,FALSE,"GER 6TH FIELD ARMY","Germany"
501,"GER 1ST PZ ARMY(-)(+)","GEN STEMMERMAN",84500,"GER 1ST PZ ARMY(-)(+)",84500,,68000,,0,229,,,828,,229,514,,"DO",,,,,"0","AA",,,15,-15,20,-20,5,FALSE,"GER 1ST PZ ARMY(-)(+)","Germany"
502,"GER 335TH INF DIV(+)",,8230,"GER 335TH INF DIV(+)",8230,0,480,7750,0,0,0,0,44,,0,,,"DD",,,,,"0","WD",,,15,-15,0,-23,4,FALSE,"GER 335TH INF DIV(+)","Germany"
503,"GER 17TH FIELD ARMY","GEN ALLMENDINGER",72000,"GER 17TH FIELD ARMY",72000,0,48500,23500,0,50,,,1050,,50,,,"DD",,,,,"0","AA",,,15,-15,20,-20,3,FALSE,"GER 17TH FIELD ARMY","Germany"
504,"GER 299TH INF DIV(+)",,8500,"GER 299TH INF DIV(+)",8500,,4795,,0,15,,,82,,15,67,,"DD",,,,,"0","WL",,,15,-15,20,-20,4,FALSE,"GER 299TH INF DIV(+)","Germany"
505,"GER AG NORTHERN UKRAINE","GEN HARPE",900000,"GER AG NORTHERN UKRAINE",,,198000,702000,0,900,,,4800,,520,,,"DO","FF",,,,"0","RR","WL",,15,-15,15,-15,3,FALSE,"GER AG NORTHERN UKRAINE","Germany"
506,"GER 913TH INF RGT(+)",,3300,"GER 913TH INF RGT(+)",3300,0,720,2580,0,0,0,0,44,,0,9,,"DO","FF",,,,"0","WL",,,15,-15,15,-15,6,FALSE,"GER 913TH INF RGT(+)","Germany"
507,"GER 349TH INF DIV(+)",,12900,"GER 349TH INF DIV(+)",12900,0,490,12410,0,103,,,103,,41,16,,"DO","FF",,,,"0","WD",,,15,-15,15,-15,6,FALSE,"GER 349TH INF DIV(+)","Germany"
508,"GER 171ST, 214TH & 26TH INF DIVS",,5100,"GER 171ST, 214TH & 26TH INF DIVS",5100,,320,,0,12,,,78,,4,2,,"DO","FF","DE",,,"0","WD",,,15,-15,20,-20,5,FALSE,"GER 171ST, 214TH & 26TH INF DIVS","Germany"
509,"GER 171ST, 214TH & 17TH INF DIVS",,6400,"GER 171ST, 214TH & 17TH INF DIVS",6400,,785,,0,24,,,156,,18,6,,"DO","FF","DE",,,"0","WD",,,15,-15,20,-20,6,FALSE,"GER 171ST, 214TH & 17TH INF DIVS","Germany"
510,"GER & ROM AG SOUTHERN UKRAINE","GEN FRIESSNER",800000,"GER & ROM AG SOUTHERN UKRAINE",800000,,690000,,0,400,,,5320,,380,,,"DO","FF",,,,"0","AA",,,15,-15,20,-20,3,FALSE,"GER & ROM AG SOUTHERN UKRAINE","Germany"
511,"GER AG 'A'","GFM HARPE",560000,"GER AG 'A'",560000,,147400,,0,1200,,,3050,,750,,,"DO","FF",,,,"0","RR","WD",,15,-15,20,-20,4,FALSE,"GER AG 'A'","Germany"
512,"GER AG CENTER","GEN REINHARDT",780000,"GER AG CENTER",780000,,126000,,0,700,,,5740,,480,,,"DO",,,,,"0","WL",,,15,-15,20,-20,3,FALSE,"GER AG CENTER","Germany"
513,"GER 7TH INF DIV",,3100,"GER 7TH INF DIV",3100,,145,,0,12,,,78,,4,11,,"DO","FF",,,,"0","SS",,,15,-15,20,-20,6,FALSE,"GER 7TH INF DIV","Germany"
514,"GER 7TH INF DIV",,3900,"GER 7TH INF DIV",3900,,230,,0,32,,,84,,12,3,,"DO","FF",,,,"0","WL",,,15,-15,20,-20,5,FALSE,"GER 7TH INF DIV","Germany"
515,"GER 303RD INF RGT(+)",,3782,"GER 303RD INF RGT(+)",3782,0,150,3632,0,5,,,26,30,3,,,"DD",,,,,"0","WD",,,15,-15,15,-15,4,FALSE,"GER 303RD INF RGT(+)","Germany"
516,"JAP 5TH ARMY","GEN SELICHI",75000,"JAP 5TH ARMY",75000,,36000,,0,105,105,0,584,120,84,,,"DD",,,,,"0","AA",,,20,-20,20,-20,2,FALSE,"JAP 5TH ARMY","Japan"
517,"JAP GILBERT ISLANDS GARRISON FORCE(-)","ADM SHIBASAKI",4836,"JAP GILBERT ISLANDS GARRISON FORCE(-)",4836,0,4836,0,0,14,14,0,53,0,14,53,0,"DO","FF",,,,"0","RR","AA",,5,-5,5,-5,4,FALSE,"JAP GILBERT ISLANDS GARRISON FORCE(-)","Japan"
518,"JAP 2ND IND MIXED BDE(+)","GEN KURIBAYASHI",18300,"JAP 2ND IND MIXED BDE(+)",18300,,15615,,0,40,10,30,59,10,40,54,10,"DO","FF",,,,"0","RR","AA",,20,-20,20,-20,5,FALSE,"JAP 2ND IND MIXED BDE(+)","Japan"
519,"JAP 2ND IND MIXED BDE(-)(+)","GEN KURIBAYASHI",1600,"JAP 2ND IND MIXED BDE(-)(+)",1600,0,1231,369,0,0,0,0,30,10,0,30,0,"DD",,,,,"0","AA",,,20,-20,20,-20,4,FALSE,"JAP 2ND IND MIXED BDE(-)(+)","Japan"
520,"JAP CHICHI JIMA DEFENSE FORCE","GEN KURIBAYASHI",2685,"JAP CHICHI JIMA DEFENSE FORCE",2685,0,2685,0,0,40,10,30,120,0,40,120,0,"DD",,,,,"0","AA",,,20,-20,20,-20,4,FALSE,"JAP CHICHI JIMA DEFENSE FORCE","Japan"
521,"JAP 1ST SPEC ESTAB RGT","LCOL AOYANAGI",1400,"JAP 1ST SPEC ESTAB RGT",1400,,628,,0,0,0,0,0,0,0,0,0,"DD",,,,,"0","WL",,,20,-20,20,-20,4,FALSE,"JAP 1ST SPEC ESTAB RGT","Japan"
522,"JAP 62ND DIV(-)","LG FUJIOKA",2900,"JAP 62ND DIV(-)",2900,,2120,,0,0,0,0,32,0,0,,0,"DD",,,,,"0","WL",,,20,-20,20,-20,6,FALSE,"JAP 62ND DIV(-)","Japan"
523,"JAP 11TH IND INF BN(+)","LG FUJIOKA",4731,"JAP 11TH IND INF BN(+)",4731,,1278,,0,0,0,0,32,0,0,,0,"DO",,,,,"0","WL",,,20,-20,20,-20,6,FALSE,"JAP 11TH IND INF BN(+)","Japan"
524,"JAP 11TH IND INF BN(+)","LG FUJIOKA",2600,"JAP 11TH IND INF BN(+)",2600,,1661,,0,0,0,0,38,0,0,,0,"DO",,,,,"0","AA",,,20,-20,20,-20,5,FALSE,"JAP 11TH IND INF BN(+)","Japan"
525,"JAP 22ND INF RGT","LCOL YOSHIDA",5000,"JAP 22ND INF RGT",5000,,1324,,0,0,0,0,40,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,7,FALSE,"JAP 22ND INF RGT","Japan"
526,"JAP 22ND INF RGT","LCOL YOSHIDA",4500,"JAP 22ND INF RGT",4500,,814,,0,0,0,0,40,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,8,FALSE,"JAP 22ND INF RGT","Japan"
527,"JAP 22ND INF RGT(+)","LCOL YOSHIDA",4050,"JAP 22ND INF RGT(+)",4050,,2276,,0,0,0,0,40,0,0,,0,"DO",,,,,"0",,,,20,-20,20,-20,7,FALSE,"JAP 22ND INF RGT(+)","Japan"
528,"US 7TH INF DIV(+)","MG ARNOLD",15350,"US 7TH INF DIV(+)",15350,,339,,0,140,73,67,198,175,0,,,"DD",,,,,"0",,,,0,-5,5,-5,8,FALSE,"US 7TH INF DIV(+)","USA"
529,"JAP 24TH DIV(-)","LG AMAMIYA",5140,"JAP 24TH DIV(-)",5140,,1464,,0,0,0,0,30,0,0,,0,"DD",,,,,"0","WL",,,20,-20,20,-20,5,FALSE,"JAP 24TH DIV(-)","Japan"
530,"JAP 3RD SPEC ESTAB RGT(+)","LG USHIJIMA",3338,"JAP 3RD SPEC ESTAB RGT(+)",3338,,478,,0,0,0,0,2,0,0,,0,"DD",,,,,"0","WD",,,20,-20,20,-20,4,FALSE,"JAP 3RD SPEC ESTAB RGT(+)","Japan"
531,"US 7TH INF DIV(+)","MG ARNOLD",15777,"US 7TH INF DIV(+)",15777,0,241,15536,0,0,0,0,157,43,0,,,"DD",,,,,"0",,,,0,-5,5,-5,7,FALSE,"US 7TH INF DIV(+)","USA"
532,"JAP 24TH DIV(-)(+)","LG AMAMIYA",3000,"JAP 24TH DIV(-)(+)",3000,,434,,0,0,0,0,24,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,7,FALSE,"JAP 24TH DIV(-)(+)","Japan"
533,"JAP 24TH DIV(-)(+)","LG AMAMIYA",2600,"JAP 24TH DIV(-)(+)",2600,,2564,,0,0,0,0,3,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,5,FALSE,"JAP 24TH DIV(-)(+)","Japan"
534,"JAP 44TH IND MIXED BDE(-)","LG USHIJIMA",3500,"JAP 44TH IND MIXED BDE(-)",3500,,1222,,0,0,0,0,12,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,7,FALSE,"JAP 44TH IND MIXED BDE(-)","Japan"
535,"JAP 44TH IND MIXED BDE","LG USHIJIMA",2500,"JAP 44TH IND MIXED BDE",2500,,1470,,0,0,0,0,12,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,5,FALSE,"JAP 44TH IND MIXED BDE","Japan"
536,"JAP 44TH IND MIXED BDE(-)","LG USHIJIMA",2500,"JAP 44TH IND MIXED BDE(-)",2500,,2401,,0,0,0,0,6,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,5,FALSE,"JAP 44TH IND MIXED BDE(-)","Japan"
537,"JAP 44TH IND MIXED BDE(-)","LG USHIJIMA",2000,"JAP 44TH IND MIXED BDE(-)",2000,,1971,,0,0,0,0,6,0,0,,0,"DD",,,,,"0","AA",,,20,-20,20,-20,5,FALSE,"JAP 44TH IND MIXED BDE(-)","Japan"
538,"JAP 1ST SPEC EST RGT(-)","LCOL AOYANAGI",2000,"JAP 1ST SPEC EST RGT(-)",2000,,1588,,0,0,0,0,0,0,0,0,0,"DD",,,,,"0","WL",,,20,-20,20,-20,4,FALSE,"JAP 1ST SPEC EST RGT(-)","Japan"
539,"JAP 12TH IND INF BN(-)(+)","LG FUJIOKA",2900,"JAP 12TH IND INF BN(-)(+)",2900,,2470,,0,0,0,0,32,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,5,FALSE,"JAP 12TH IND INF BN(-)(+)","Japan"
540,"JAP 12TH IND INF BN(+)","LG FUJIOKA",3000,"JAP 12TH IND INF BN(+)",3000,,2468,,0,0,0,0,32,0,0,,0,"DO","FF",,,,"0","PP",,,20,-20,20,-20,7,FALSE,"JAP 12TH IND INF BN(+)","Japan"
541,"JAP 12TH IND INF BN(+)","LG FUJIOKA",3000,"JAP 12TH IND INF BN(+)",3000,,2860,,0,0,0,0,34,0,0,,0,"DD",,,,,"0","WL",,,20,-20,20,-20,4,FALSE,"JAP 12TH IND INF BN(+)","Japan"
542,"JAP 62ND DIV(-)(+)","LG FUJIOKA",3900,"JAP 62ND DIV(-)(+)",3900,,3810,,0,0,0,0,36,0,0,,0,"DO","FF",,,,"0","RR","WL","SS",20,-20,20,-20,4,FALSE,"JAP 62ND DIV(-)(+)","Japan"
543,"JAP 24TH INF DIV(-)(+)","LG AMAMIYA",5284,"JAP 24TH INF DIV(-)(+)",5284,,4038,,0,0,0,0,34,0,0,,0,"DO","FF",,,,"0","RR","SS",,20,-20,20,-20,5,FALSE,"JAP 24TH INF DIV(-)(+)","Japan"
544,"JAP 24TH INF DIV(-)(+)","LG AMAMIYA",4757,"JAP 24TH INF DIV(-)(+)",4757,,4328,,0,0,0,0,34,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,5,FALSE,"JAP 24TH INF DIV(-)(+)","Japan"
545,"JAP 24TH INF DIV(+)","LG AMAMIYA",4227,"JAP 24TH INF DIV(+)",4227,,3022,,0,0,0,0,34,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,5,FALSE,"JAP 24TH INF DIV(+)","Japan"
546,"JAP 24TH INF DIV(-)","LG AMAMIYA",4000,"JAP 24TH INF DIV(-)",4000,,798,,0,0,0,0,21,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,3,FALSE,"JAP 24TH INF DIV(-)","Japan"
547,"JAP 24TH INF DIV(-)","LG AMAMIYA",4250,"JAP 24TH INF DIV(-)",4250,,1006,,0,0,0,0,11,0,0,,0,"DD",,,,,"0",,,,20,-20,20,-20,5,FALSE,"JAP 24TH INF DIV(-)","Japan"
548,"JAP 44TH IND MIXED BDE(-)(+)","LG USHIJIMA",3250,"JAP 44TH IND MIXED BDE(-)(+)",3250,,3200,,0,0,0,0,5,0,0,,0,"DD",,,,,"0","AA",,,20,-20,20,-20,2,FALSE,"JAP 44TH IND MIXED BDE(-)(+)","Japan"
549,"JOR 25TH INF BDE","LCOL EL KHALIDI",6160,"JOR 25TH INF BDE",6160,0,200,5960,0,40,0,40,20,0,15,,0,"DO","DE",,,,"0","RR","WD",,15,-15,15,-15,4,FALSE,"JOR 25TH INF BDE","Jordan"
550,"JOR 27TH INF BDE (JERUSALEM BDE)(+)","BG ATA AL",13600,"JOR 27TH INF BDE (JERUSALEM BDE)(+)",13600,0,1500,12100,0,40,0,40,36,4,35,,,"DO","FF",,,,"0","RR","WL",,15,-15,15,-15,3,FALSE,"JOR 27TH INF BDE (JERUSALEM BDE)(+)","Jordan"
551,"JOR 40TH ARMD BDE(-)(+)","LCOL EL KHALIDI",9900,"JOR 40TH ARMD BDE(-)(+)",,,350,9550,0,120,0,120,24,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,FALSE,"JOR 40TH ARMD BDE(-)(+)","Jordan"
552,"JOR 40TH ARMD BDE(-)(+)","LCOL EL KHALIDI",5450,"JOR 40TH ARMD BDE(-)(+)",5450,0,250,5200,0,60,0,60,24,0,25,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,FALSE,"JOR 40TH ARMD BDE(-)(+)","Jordan"
553,"JOR 25TH INF BDE","LCOL EL KHALIDI",8640,"JOR 25TH INF BDE",,,350,8290,0,84,0,84,24,0,35,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,FALSE,"JOR 25TH INF BDE","Jordan"
554,"EG 7TH INF DIV(+)","MG SOLIMAN",19500,"EG 7TH INF DIV(+)",19500,0,2700,16800,0,197,13,184,68,51,70,,,"DO","EE","LR",,,"0","WL",,,15,-15,15,-15,4,FALSE,"EG 7TH INF DIV(+)","Egypt"
555,"EG 3RD INF DIV","MG NASSER",10050,"EG 3RD INF DIV",10050,0,1350,8700,0,180,20,160,48,20,30,,,"DO","FF",,,,"0","WL",,,15,-15,15,-15,4,FALSE,"EG 3RD INF DIV","Egypt"
556,"EG 2ND INF DIV","MG NAGUIB",18450,"EG 2ND INF DIV",18450,0,900,17550,0,114,10,104,126,0,40,,0,"DO",,,,,"0","WL",,,15,-15,15,-15,3,FALSE,"EG 2ND INF DIV","Egypt"
557,"EG 7TH INF DIV(-)","MG SOLIMAN",12750,"EG 7TH INF DIV(-)",12750,0,225,12525,0,78,5,73,36,0,40,36,,"DD",,,,,"0","WD",,,15,-15,15,-15,2,FALSE,"EG 7TH INF DIV(-)","Egypt"
558,"EG 3RD INF DIV(-)","MG NASSER",3000,"EG 3RD INF DIV(-)",3000,0,450,2550,0,60,0,60,48,0,32,,0,"DD",,,,,"0","SS","WD",,15,-15,15,-15,7,FALSE,"EG 3RD INF DIV(-)","Egypt"
559,"PALES 20TH PLA DIV(+)","MG HASNI",17450,"PALES 20TH PLA DIV(+)",17450,0,626,16824,0,134,10,124,114,10,90,114,,"DD",,,,,"0",,,,15,-15,15,-15,4,FALSE,"PALES 20TH PLA DIV(+)","Palestine"
560,"EG 3RD INF DIV","MG GHOUL",3000,"EG 3RD INF DIV",,,550,2450,0,40,10,30,24,0,30,,0,"DD",,,,,"0","WL",,,15,-15,15,-15,3,FALSE,"EG 3RD INF DIV","Egypt"
561,"IS YOFFE DIV(-)","BG YOFFE",7250,"IS YOFFE DIV(-)",,,90,7160,0,90,0,90,48,20,16,,,"DO","EE","RR",,,"0","PS",,,15,-15,15,-15,8,FALSE,"IS YOFFE DIV(-)","Israel"
562,"EG 3RD INF DIV & 4TH ARMD DIV(-)","MG GHOUL",13500,"EG 3RD INF DIV & 4TH ARMD DIV(-)",,,550,12950,0,172,15,157,48,0,30,,0,"DD",,,,,"0","WL",,,15,-15,15,-15,4,FALSE,"EG 3RD INF DIV & 4TH ARMD DIV(-)","Egypt"
563,"EG 6TH MECH DIV","MG HASSAN",18450,"EG 6TH MECH DIV",18450,0,625,17825,0,114,10,104,72,0,60,72,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,FALSE,"EG 6TH MECH DIV","Egypt"
564,"IS TAL DIV","COL GONEN",3600,"IS TAL DIV",,,60,3540,0,70,40,30,0,0,3,0,,"DO","DE",,,,"0","PS",,,15,-15,15,-15,8,FALSE,"IS TAL DIV","Israel"
565,"SYR 11TH INF BDE(+)","COL AMIR",8160,"SYR 11TH INF BDE(+)",8160,0,850,7310,0,75,0,75,70,0,20,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,2,FALSE,"SYR 11TH INF BDE(+)","Syria"
566,"SYR 8TH INF BDE(+)","BG TAYAN",4350,"SYR 8TH INF BDE(+)",4350,0,300,4050,0,50,0,50,76,0,20,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,2,FALSE,"SYR 8TH INF BDE(+)","Syria"
567,"SYR 11TH INF BDE(+)","COL AMIR",8560,"SYR 11TH INF BDE(+)",8560,0,500,8060,0,75,0,75,82,0,25,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,2,FALSE,"SYR 11TH INF BDE(+)","Syria"
568,"JOR 1ST INF DIV","MG HADITHA",16168,"JOR 1ST INF DIV",16168,0,497,15671,0,60,0,60,91,0,33,0,0,"DO","FF",,,,"0","SS",,,15,-15,15,-15,6,FALSE,"JOR 1ST INF DIV","Jordan"
569,"IS SINAI DEF FORCE","MG MENDLER",4455,"IS SINAI DEF FORCE",4455,0,275,4180,0,67,6,61,40,70,44,,,"DO","FF",,,,"0","RR","WD",,15,-15,15,-15,4,FALSE,"IS SINAI DEF FORCE","Israel"
570,"IS SINAI DEF FORCE","MG MENDLER",3020,"IS SINAI DEF FORCE",,,225,2795,0,52,4,48,28,70,42,,,"DO","FF",,,,"0","RR","WD",,15,-15,15,-15,4,FALSE,"IS SINAI DEF FORCE","Israel"
571,"IS SINAI DEF FORCE","MG MENDLER",14000,"IS SINAI DEF FORCE",,,450,13550,0,192,0,192,40,67,57,,,"DO","FF",,,,"0","SS",,,15,-15,15,-15,6,FALSE,"IS SINAI DEF FORCE","Israel"
572,"IS SINAI DEF FORCE","MG MENDLER",10980,"IS SINAI DEF FORCE",,,400,10580,0,148,13,135,24,67,44,,,"DO","FF",,,,"0","SS",,,15,-15,15,-15,6,FALSE,"IS SINAI DEF FORCE","Israel"
573,"EG 2ND ARMY","MG MAMOUN",67440,"EG 2ND ARMY",67440,0,700,66740,0,516,30,486,639,100,27,,,"DO","EE","LF",,,"0","SS",,,15,-15,15,-15,7,FALSE,"EG 2ND ARMY","Egypt"
574,"IS SASSON FORCE & SHARON DIV","MG GONEN",43400,"IS SASSON FORCE & SHARON DIV",43400,0,380,43020,0,714,70,644,144,72,31,,,"DO",,,,,"0",,,,15,-15,15,-15,8,FALSE,"IS SASSON FORCE & SHARON DIV","Israel"
575,"IS MAGEN DIV(-)(+)","BG MAGEN",28600,"IS MAGEN DIV(-)(+)",28600,0,260,28340,0,348,40,308,96,72,17,,,"DD",,,,,"0",,,,15,-15,15,-15,8,FALSE,"IS MAGEN DIV(-)(+)","Israel"
576,"EG 16TH DIV(1/2) & 21ST DIV(1/2)","BG HAFIZ & BG OWBY",30970,"EG 16TH DIV(1/2) & 21ST DIV(1/2)",,,500,30470,0,389,30,359,322,0,62,,0,"DO","FF",,,,"0","RR","SS",,15,-15,15,-15,4,FALSE,"EG 16TH DIV(1/2) & 21ST DIV(1/2)","Egypt"
577,"EG 16TH DIV(-)(+)","BG HAFIZ",36840,"EG 16TH DIV(-)(+)",,,2400,34440,0,419,0,419,347,164,222,,,"DO","EE","LF",,,"0","WL",,,15,-15,15,-15,3,FALSE,"EG 16TH DIV(-)(+)","Egypt"
578,"EG 2ND ARMY(-)","MG KALIL",18180,"EG 2ND ARMY(-)",18180,0,800,17380,0,293,23,270,119,80,64,,,"DO","FF",,,,"0","RR","WD",,15,-15,15,-15,5,FALSE,"EG 2ND ARMY(-)","Egypt"
579,"EG 2ND ARMY(-)","MG KALIL",23860,"EG 2ND ARMY(-)",,,1800,22060,0,246,17,229,137,72,92,,,"DO","FF",,,,"0","PP","SS",,15,-15,15,-15,8,FALSE,"EG 2ND ARMY(-)","Egypt"
580,"EG 3RD ARMY(-)","MG WASSEL",35633,"EG 3RD ARMY(-)",,,1650,33983,0,454,60,394,213,150,114,,,"DO","FF",,,,"0","WD",,,15,-15,15,-15,4,FALSE,"EG 3RD ARMY(-)","Egypt"
581,"EG 3RD ARMY(-)","MG WASSEL",25600,"EG 3RD ARMY(-)",25600,0,1100,24500,0,445,35,410,160,40,35,,,"DD",,,,,"0","WD",,,15,-15,15,-15,4,FALSE,"EG 3RD ARMY(-)","Egypt"
582,"EG 3RD ARMY(-)","MG WASSEL",22570,"EG 3RD ARMY(-)",22570,0,1100,21470,0,259,18,241,139,57,68,,,"DD",,,,,"0","WD",,,15,-15,15,-15,2,FALSE,"EG 3RD ARMY(-)","Egypt"
583,"EG 3RD ARMY(-)","MG WASSEL",22570,"EG 3RD ARMY(-)",22570,0,1100,21470,0,259,18,241,139,57,18,,,"DD",,,,,"0","SS",,,15,-15,15,-15,6,FALSE,"EG 3RD ARMY(-)","Egypt"
584,"EG 3RD ARMY(-)","MG WASSEL",14620,"EG 3RD ARMY(-)",14620,0,400,14220,0,199,15,184,83,37,29,,,"DD",,,,,"0","WD",,,15,-15,15,-15,2,FALSE,"EG 3RD ARMY(-)","Egypt"
585,"IS 7TH ARMD BDE(-)(+)","COL BEN GAL",3630,"IS 7TH ARMD BDE(-)(+)",,,200,3430,0,50,4,46,12,107,14,,,"DD",,,,,"0","SS",,,15,-15,15,-15,6,FALSE,"IS 7TH ARMD BDE(-)(+)","Israel"
586,"IS 7TH ARMD BDE(-)(+)","COL BEN GAL",5745,"IS 7TH ARMD BDE(-)(+)",,,250,5495,0,78,7,71,16,191,30,,,"DD",,,,,"0","SS",,,15,-15,15,-15,7,FALSE,"IS 7TH ARMD BDE(-)(+)","Israel"
587,"IS 188TH ARMD BDE(-)(+)","COL BEN SHOHAM",4958,"IS 188TH ARMD BDE(-)(+)",4958,0,250,4708,0,75,7,68,24,120,25,,,"DO","FF",,,,"0","RR","WD",,15,-15,15,-15,5,FALSE,"IS 188TH ARMD BDE(-)(+)","Israel"
588,"IS 240TH ARMD DIV","MG LANER",6300,"IS 240TH ARMD DIV",,,150,6150,0,106,10,96,36,132,10,,,"DO","FF",,,,"0","PP","PS",,15,-15,15,-15,7,FALSE,"IS 240TH ARMD DIV","Israel"
589,"IS 79TH ARMD BDE(+)","COL OR",6946,"IS 79TH ARMD BDE(+)",,,250,6696,0,110,10,100,36,132,10,,,"DO","FF",,,,"0","PP","PS",,15,-15,15,-15,7,FALSE,"IS 79TH ARMD BDE(+)","Israel"
590,"SYR 5TH INF DIV(+)","BG ASLAN",23750,"SYR 5TH INF DIV(+)",,,1125,22625,0,253,11,242,151,111,117,,,"DO","FF",,,,"0","WL",,,15,-15,15,-15,3,FALSE,"SYR 5TH INF DIV(+)","Syria"
