"isqno","nam","co","wof1","wof2","wof3","str","code","intst","rerp","cas","finst","cav","tank","lt","mbt","arty","fly","ctank","carty","cfly","pri1","pri2","pri3","sec1","sec2","sec3","reso1","reso2","reso3","strpl","strmi","caspl","casmi","ach","attacker","surp","countries"
295,"RUS 3RD ARMY","GEN DIMITRIEV",121,,,219000,,219000,0,153654,65346,0,0,0,0,,,0,,,"DD",,,,,"0","WL",,,37,0,23,0,3,FALSE,,"Russia"
296,"AUS 5TH ARMY","GEN BOROJEVIC",16,,,100000,,,,9958,90042,0,0,0,0,,,0,,,"DD",,,,,"0","SS",,,20,-20,5,0,6,FALSE,,"Austria"
297,"AUS 5TH ARMY","GEN BOROJEVIC",29,,,128500,,,,46640,81860,0,0,0,0,,,0,,,"DD",,,,,"0","SS",,,20,-20,0,-14,6,FALSE,,"Austria"
298,"AUS 5TH ARMY","GEN BOROJEVIC",29,,,157000,,,,31474,125526,0,0,0,0,,,0,,,"DD",,,,,"0","SS",,,0,-15,15,0,6,FALSE,,"Austria"
299,"AUS 5TH ARMY","GEN BOROJEVIC",29,,,136000,,,,40217,95783,0,0,0,0,,,0,,,"DD",,,,,"0","SS",,,0,-15,15,0,6,FALSE,,"Austria"
300,"TK 5TH ARMY","GEN LIMAN VON SANDERS",11.2,,,10000,,,,3900,6100,0,0,0,0,,0,0,,0,"DO","FF",,,,"0","SS",,,10,0,20,0,5,FALSE,,"Ottoman Empire"
301,"TK 7TH & 12TH DIVS","GEN LIMAN VON SANDERS",4.8,,,15800,,1800,14000,750,15050,0,0,0,0,20,0,0,,0,"DO","FF",,,,"0","SS",,,0,-15,25,0,5,FALSE,,"Ottoman Empire"
302,"TK ARMY","NUR-UD-DIN PASHA",16,,,11300,,11300,0,5300,6000,0,0,0,0,38,,0,,,"DD",,,,,"0","WD",,,15,-15,15,-15,3,FALSE,,"Ottoman Empire"
303,"TK ARMY","NUR-UD-DIN PASHA",16,,,20400,,,,6188,14212,0,0,0,0,52,0,0,0,0,"DO","FF",,,,"0",,,,0,-12,10,-10,6,FALSE,,"Ottoman Empire"
304,"GER 2ND ARMY","GEN BELOW",62.4,,,300000,,300000,,500000,,0,0,0,0,400,,0,,,"DO","FF",,,,"0","PP","RR","SS",0,-17,8,0,5,FALSE,,"Germany"
305,"GER 2ND ARMY","GEN BELOW",19.2,,,95000,,95000,0,8000,87000,0,0,0,0,,,0,20,,"DO","FF",,,,"0","PP","SS",,0,-15,10,0,7,FALSE,,"Germany"
306,"GER 180TH INF RGT",,1.4,,,2800,,2800,0,281,2519,0,0,0,0,,,0,,,"DO","FF",,,,"0","PP","SS",,0,-15,5,-5,7,FALSE,,"Germany"
307,"GER 3RD GUARDS DIV","GEN BELOW",4.5,,,15000,,15000,,4000,,0,0,0,0,,,0,,,"DO","FF",,,,"0","SS",,,15,0,15,-15,5,FALSE,,"Germany"
308,"GER 1ST ARMY","GEN BELOW",9.600001,,,90000,,90000,0,3000,87000,0,0,0,0,800,,0,,,"DD",,,,,"0","SS",,,0,-20,20,-10,5,FALSE,,"Germany"
309,"TK 3RD ARMY","ABDUL KERIM PASHA",110,,,61000,,,,25000,36000,0,0,0,0,100,,0,12,,"DD",,,,,"0","WL",,,0,-20,20,0,3,FALSE,,"Ottoman Empire"
310,"GER 10TH ARMY","GEN EICHHORN",20,,,180000,,,,20000,160000,0,0,0,0,440,,0,,,"DD",,,,,"0","SS",,,0,-50,10,-10,6,FALSE,,"Germany"
311,"AUS 2ND, 4TH & 7TH, & SUD ARMIES","GEN CONRAD",400,,,500000,,500000,,260000,,0,0,0,0,1846,0,0,330,0,"DD",,,,,"0","WL",,,5,-15,5,-15,3,FALSE,,"Austria"
312,"AUS 5TH ARMY","GEN BOROJEVIC",48,,,160000,,,,1985,158015,0,0,0,0,,,0,,,"DD",,,,,"0","SS",,,20,-20,10,-10,6,FALSE,,"Austria"
313,"IT 1ST ARMY","GEN PECORI-GIRALDI",48,,,118000,,118000,,74887,,0,0,0,0,623,,0,,,"DD",,,,,"0","WD","SS",,20,-20,15,-15,5,FALSE,,"Italy"
314,"AUS 3RD & 11TH ARMIES","GEN CONRAD",48,,,172000,,172000,,29000,,0,0,0,0,2000,,0,,,"DD",,,,,"0","WD","SS",,20,-20,34,-15,5,FALSE,,"Austria"
315,"AUS 5TH ARMY","GEN BOROJEVIC",22.5,,,168000,,168000,,41835,,0,0,0,0,147,,0,,,"DD",,,,,"0","SS",,,20,-20,15,0,4,FALSE,,"Austria"
316,"GER 6TH ARMY","GEN FALKENHAUSEN",32,,,120000,,120000,,75000,,0,0,0,0,1014,,0,150,,"DO","FF",,,,"0","RR","SS",,0,-10,10,-10,5,FALSE,,"Germany"
317,"GER 1ST & 7TH ARMIES","GENS BOEHN & BELOW",64,,,480000,,,,40000,440000,0,0,0,0,,,0,227,,"DD",,,,,"0","SS",,,25,0,25,0,6,FALSE,,"Germany"
318,"GER 4TH ARMY","GEN ARNIM",19,,,100000,,100000,,32500,,0,0,0,0,1000,,0,67,,"DD",,,,,"0","SS",,,0,-15,0,-23,4,FALSE,,"Germany"
319,"GER 4TH ARMY","GEN ARNIM",48,,,200000,,200000,,270710,,0,0,0,0,1040,,0,,,"DD",,,,,"0","SS",,,0,-10,0,-26,6,FALSE,,"Germany"
320,"GER 2ND ARMY","GEN MARWITZ",16,,,75000,,75000,,25000,,0,0,0,0,900,,0,138,,"DO","FF",,,,"0","SS",,,10,-10,15,0,5,FALSE,,"Germany"
321,"BR 3RD ARMY","GEN BYNG",22,,,90000,,90000,,29000,,0,,,,1000,,,120,,"DD",,,,,"0","WD","SS",,0,-10,15,0,3,FALSE,,"Great Britain"
322,"AUS 5TH ARMY","GEN BOROJEVIC",25,,,165000,,165000,,75700,,0,0,0,0,1400,,0,,,"DO","FF",,,,"0","SS",,,20,-10,0,-64,4,FALSE,,"Austria"
323,"AUS 5TH ARMY","GEN BOROJEVIC",30,,,252000,,252000,,85000,,0,0,0,0,,,0,,,"DD",,,,,"0","WD","SS",,20,-20,15,-15,4,FALSE,,"Austria"
324,"IT 2ND, 3RD & 4TH ARMIES","GEN CADORNA",160,,,574000,,,,305000,269000,0,0,0,0,3600,,0,3152,22,"DD",,,,,"0","WL",,,20,-20,15,0,2,FALSE,,"Italy"
325,"TK U/I TASK FORCE","NUR-UD-DIN PASHA",40,,,10500,,,,4300,6200,0,0,0,0,91,,0,39,,"DD",,,,,"0","WL",,,15,-15,15,-15,4,FALSE,,"Ottoman Empire"
326,"TK 8TH ARMY","GEN KRESS VON KRESSENSTEIN",19.2,,,26000,,26000,0,2450,23550,0,0,0,0,,0,0,,0,"DD",,,,,"0",,,,0,-25,0,-5,8,FALSE,,"Ottoman Empire"
327,"TK ARMY OF PALESTINE","GEN KRESS VON KRESSENSTEIN",24,,,20000,,20000,0,2000,18000,0,,,,,0,,,0,"DD",,,,,"0",,,,0,-25,10,-10,9,FALSE,,"Ottoman Empire"
328,"TK 7TH & 8TH ARMIES","GEN KRESS VON KRESSENSTEIN",48,,,34400,,,,2950,31450,0,,,,260,,,,,"DD",,,,,"0","WL",,,15,0,15,0,4,FALSE,,"Ottoman Empire"
329,"TK 8TH ARMY","GEN KRESS VON KRESSENSTEIN",24,,,15500,,15500,0,4800,10700,0,0,0,0,,0,0,,0,"DD",,,,,"0","WL",,,15,-15,15,-15,2,FALSE,,"Ottoman Empire"
330,"BR 1ST(-), 3RD & 5TH (4TH) ARMIES","FM HAIG",97,,,400000,,400000,,120000,,0,252,,,2500,,30,330,,"DD",,,,,"0","WD",,,0,-38,20,-20,3,FALSE,,"Great Britain"
331,"BR 1ST(-), 3RD & 5TH (4TH) ARMIES","FM HAIG",140,,,600000,,600000,,140000,,0,200,,,4000,,70,770,,"DD",,,,,"0","SS",,,0,-20,20,-20,5,FALSE,,"Great Britain"
332,"BR 1ST & 2ND ARMIES","FM HAIG",32,,,400000,,,,152500,247500,0,180,,,,,,,,"DO","FF",,,,"0","RR","SS",,0,-10,10,-20,5,FALSE,,"Great Britain"
333,"US COS I & L OF 3RD BN, 9TH INF RGT","COL UPTON",0.3,,,650,,650,0,72,578,0,0,0,0,24,0,0,0,0,"DD",,,,,"0","SS",,,10,-10,10,-10,4,FALSE,,"USA"
334,"FR 6TH ARMY","GEN DOUCHENE",56.3,128,,75000,,75000,,128000,,0,,,,,,,800,,"DO","FF",,,,"0","PP","SS",,10,-10,0,-15,5,FALSE,,"France"
335,"GER 82ND RES DIV, 1ST BN, 272ND RES INF RGT","COL FREDERICHS",1.5,,,725,,725,0,386,339,0,0,0,0,,0,0,,0,"DD",,,,,"0","WL",,,15,-15,0,-15,3,FALSE,,"Germany"
336,"GER 4TH RES CORPS(-)","GEN CONTA",4.4,,,6436,,6436,0,730,5706,0,0,0,0,24,,0,,,"DO","FF",,,,"0","RR","SS",,15,-15,15,-15,4,FALSE,,"Germany"
337,"GER 2/273RD RGT(+)",,0.3,,,2458,,,,471,1987,0,0,0,0,24,,0,,,"DO","FF",,,,"0","WL",,,15,-15,15,-15,4,FALSE,,"Germany"
338,"GER 1/461ST RGT","MAJ HARTLIEB",0.8,,,1121,,1121,0,54,1067,0,0,0,0,10,7,0,,,"DD",,,,,"0",,,,15,-15,15,-15,7,FALSE,,"Germany"
339,"GER 2/461ST RGT","MAJ BISCHOFF",0.7,,,1352,,1352,0,186,1166,0,0,0,0,14,,0,,,"DD",,,,,"0","SS",,,15,-15,15,-15,6,FALSE,,"Germany"
340,"GER 1/47TH INF RGT(+)","LCOL ROTENBUCHER",1.6,,,3955,,3955,0,87,3868,0,0,0,0,20,,0,,,"DO","FF",,,,"0","PP","SS",,15,-15,15,-15,7,FALSE,,"Germany"
341,"GER 1/461ST RGT(+)","MAJ HARTLIEB",0.8,,,1798,,1798,0,541,1257,0,0,0,0,28,,0,,,"DO","FF",,,,"0","RR","WL",,15,-15,15,-15,5,FALSE,,"Germany"
342,"GER 2/110TH GREN RGT","MAJ HARTLIEB",0.8,,,1952,,1952,0,293,1659,0,0,0,0,20,,0,,,"DO","EE","LR",,,"0","WL",,,15,-15,15,-15,6,FALSE,,"Germany"
343,"US 3/5TH MAR RGT(+)","MAJ SHEARER",1.6,,,2629,,2629,0,107,2522,0,0,0,0,24,,0,,,"DD",,,,,"0","SS",,,10,-10,10,-10,7,FALSE,,"USA"
344,"GER 3/347TH RGT(+)",,1.2,,,1428,,1428,0,18,1410,0,0,0,0,20,,0,,,"DD",,,,,"0","SS",,,15,-15,15,-15,6,FALSE,,"Germany"
345,"GER 1/347TH RGT","CPT KARLBERG",1.2,,,1565,,1565,0,19,1546,0,0,0,0,20,,0,,,"DD",,,,,"0","SS",,,15,-15,15,-15,6,FALSE,,"Germany"
346,"GER 1/347TH RGT","CPT KARLBERG",0.8,,,1546,,,,437,1109,0,0,0,0,20,,0,,,"DO","FF",,,,"0","RR","WL",,15,-15,15,-15,3,FALSE,,"Germany"
347,"GER 201ST INF DIV(-)",,1.8,,,10358,,,,1074,9284,0,,,,144,,,,,"DO","FF",,,,"0","RR","WL",,15,-15,15,-15,3,FALSE,,"Germany"
348,"GER 1/402ND INF RGT(-)",,1,,,5182,,5182,0,568,4614,0,,,,72,,,0,,"DO","FF",,,,"0","RR","WL",,15,-15,15,-15,3,FALSE,,"Germany"
349,"GER 2/402ND INF RGT(+)",,0.7,,,5177,,5177,0,506,4671,0,,,,54,,,,,"DO","FF",,,,"0","RR","WL",,15,-15,15,-15,3,FALSE,,"Germany"
350,"FR 3RD & 10TH ARMIES","GEN FRANCHET D'ESPEREY",43,,,300000,,,,35466,264534,0,144,,,3000,,72,,,"DO","FF",,,,"0","SS",,,15,-15,10,-10,6,FALSE,,"France"
351,"FR 6TH, 9TH, 5TH & 4TH ARMIES","GEN FRANCHET D'ESPEREY",105,,,450000,,,,40000,410000,0,,,,4500,,,600,,"DD",,,,,"0","SS",,,0,-15,10,-10,6,FALSE,,"France"
352,"GER 9TH ARMY","GEN EBEN",130,,,450000,,,,50000,400000,0,0,0,0,4000,,,300,,"DD",,,,,"0","WL",,,15,-15,15,-15,4,FALSE,,"Germany"
353,"GER 13TH BAV RES INF RGT(+)","LG KNEUSSL",0.7,,,3013,,3013,0,1853,1160,0,0,0,0,27,,0,,,"DD",,,,,"0","WL",,,15,-15,15,-15,3,FALSE,,"Germany"
354,"GER 22ND BAV INF RGT(+)","COL CARL",0.8,,,2663,,2663,0,1243,1420,0,0,0,0,48,,0,,,"DD",,,,,"0","WL",,,15,-15,15,-15,3,FALSE,,"Germany"
355,"GER 2/396TH INF RGT","LG KNEUSSL",0.3,,,400,,400,0,400,0,0,0,0,0,,,0,,,"DD",,,,,"0","AA",,,15,-15,15,-15,2,FALSE,,"Germany"
356,"GER 3/219TH RES INF RGT","CPT STOCKMAR",1.3,,,565,,565,0,181,384,0,0,0,0,0,,0,,,"DD",,,,,"0","WL",,,15,-15,15,-15,2,FALSE,,"Germany"
357,"GER 3RD BAV INF RGT(+)","COL STENGEL",1.5,,,2420,,2420,0,1610,810,0,0,0,0,30,,0,,,"DD",,,,,"0","WL",,,15,-15,15,-15,2,FALSE,,"Germany"
358,"GER 2/109TH B GREN RGT(+)","COL BUCHHOLTZ",0.6,,,800,,800,0,500,300,0,0,0,0,24,,0,,,"DD",,,,,"0","WL",,,15,-15,15,-15,2,FALSE,,"Germany"
359,"GER 7TH & 9TH ARMIES","CR PR WILHELM",128,,,400000,,,,170000,230000,0,,,,3700,,,500,,"DD",,,,,"0","WD",,,15,-15,15,-15,6,FALSE,,"Germany"
360,"GER 109TH INF RGT(-)(+)","BARON VON TOLL",1,,,350,,350,0,116,234,0,,,,11,,,6,,"DD",,,,,"0","WL",,,15,-15,15,-15,2,FALSE,,"Germany"
361,"GER 2/52ND JAEGER RGT","COL OTTO",1,,,554,,554,0,276,278,0,,,,6,,,6,,"DD",,,,,"0","WL",,,15,-15,15,-15,2,FALSE,,"Germany"
362,"GER 2ND & 18TH ARMIES","CR PR RUPPRECHT",70,,,170000,,170000,,30000,,0,,,,1500,,,400,,"DD",,,,,"0","WL",,,15,-15,15,-15,3,FALSE,,"Germany"
363,"GER 2ND, 9TH & 17TH ARMIES(+)","CR PR RUPPRECHT",150,,,200000,,200000,,80000,,0,,,,,,,100,,"DD",,,,,"0","WD",,,15,-15,15,-15,5,FALSE,,"Germany"
364,"GER ARMY DET C","GEN FUCHS",72,,,100000,,,,20000,80000,0,0,0,0,1000,,,,,"DD",,,,,"0","WL",,,25,0,20,0,5,FALSE,,"Germany"
365,"GER 47TH INF RGT(-)","CPT GERLACH",1.2,2,,2090,,2090,0,1076,1014,0,0,0,0,10,,0,,,"DD",,,,,"0","WL",,,15,-15,15,-15,2,FALSE,,"Germany"
366,"GER 3RD ARMY(+)","GEN EINEM",53,,,190000,,190000,,21448,,0,,,,,,,200,,"DD",,,,,"0","SS",,,25,-25,20,-20,4,FALSE,,"Germany"
367,"GER 12TH SAXON ARMY CORPS(-)","GEN NIDDA",6.4,,,13000,,,,4000,9000,0,0,0,0,202,,0,25,,"DO","EE","RF",,,"0","RR","WD",,15,-15,15,-15,5,FALSE,,"Germany"
368,"GER 1/235TH RES INF RGT","MAJ DOERSTLING",0.6,,,155,,155,0,83,72,0,0,0,0,50,,0,3,,"DD",,,,,"0","WL",,,15,-15,15,-15,2,FALSE,,"Germany"
369,"GER 2ND CO, 2ND COLOGNE LANDSTURM BN","MAJ WEBENDOERFER",0.8,,,216,,216,0,120,96,0,0,0,0,8,,0,8,,"DD",,,,,"0","WL",,,15,-15,15,-15,4,FALSE,,"Germany"
370,"GER 2/149TH INF RGT(+)","MAJ GRUNDELL",1.3,,,458,,458,0,241,217,0,0,0,0,20,,0,2,,"DD",,,,,"0","WL",,,15,-15,15,-15,3,FALSE,,"Germany"
371,"GER 2/235TH RES INF RGT","MAJ DOERSTLING",1.5,,,670,,670,0,450,220,0,0,0,0,28,,0,4,,"DD",,,,,"0","WL",,,15,-15,15,-15,2,FALSE,,"Germany"
372,"GER 213TH INF DIV","MG HAMMERSTEIN",4,,,10000,,10000,0,500,9500,0,0,0,0,177,,0,,,"DO",,,,,"0","SS",,,0,-20,25,-25,6,FALSE,,"Germany"
373,"GER 3RD ARMY(+)","GEN LUDENDORFF",104,,,300000,,300000,,75068,,0,,,,,,,700,,"DO","FF",,,,"0","WD","SS",,25,-25,20,-20,5,FALSE,,"Germany"
374,"GER 3RD GUARDS FT RGT(+)","COL SCHONSTADT",0.9,,,3245,,3245,0,192,3053,0,0,0,0,35,,0,,,"DO","FF",,,,"0","PP","SS",,15,-15,15,-15,5,FALSE,,"Germany"
375,"GER 2ND BN, 170TH INF RGT(+)","CPT KAESBACH",1,,,1899,,1899,0,114,1785,0,0,0,0,18,,0,,,"DD",,,,,"0","SS",,,15,-15,15,-15,5,FALSE,,"Germany"
376,"GER 1/111TH INF RGT(+)","CPT GACKENHOLZ",1,,,1940,,1940,0,61,1879,0,0,0,0,20,,0,,,"DD",,,,,"0","SS",,,15,-15,15,-15,5,FALSE,,"Germany"
377,"GER 3RD GUARDS GREN RGT(+)","MAJ PLEHWE",1,,,2587,,,,250,2337,0,0,0,0,33,,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,4,FALSE,,"Germany"
378,"GER 170TH INF RGT(+)","LCOL IHLENFELD",0.8,,,3335,,3335,0,173,3162,0,0,0,0,36,,0,,,"DD",,,,,"0","WD",,,15,-15,15,-15,5,FALSE,,"Germany"
379,"GER 150TH INF RGT(-)(+)","MAJ BRUNS",0.9,,,2925,,2925,0,126,2799,0,0,0,0,22,,0,,,"DD",,,,,"0","WD","SS",,15,-15,15,-15,5,FALSE,,"Germany"
380,"GER 147TH INF RGT(+)","MAJ KRAUSE",0.9,,,2563,,2563,0,250,2313,0,0,0,0,31,,0,,,"DO","FF",,,,"0","RR","WD",,15,-15,15,-15,4,FALSE,,"Germany"
381,"GER 3RD ARMY(+)","GEN GALLWITZ",169,,,380140,,380140,,29491,,0,,,,,,,275,,"DD",,,,,"0","WD",,,25,-25,20,-20,4,FALSE,,"Germany"
382,"GER 6TH RES JAEGER BN(+)","LG LEWINSKI",0.5,,,296,,296,0,30,266,0,0,0,0,0,0,0,0,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,FALSE,,"Germany"
383,"GER 14TH RES DIV(-)","GEN HANSTEIN",1.1,,,1655,,1655,0,182,1473,0,0,0,0,24,,0,,,"DD",,,,,"0","WD",,,15,-15,15,-15,4,FALSE,,"Germany"
384,"IT ARMY GROUP","GEN DIEZ",144,,,784000,,,,69079,714921,0,,0,0,7043,,0,,,"DO","FF",,,,"0","PP","SS",,10,-20,22,-10,7,FALSE,,"Italy"
385,"TK 8TH ARMY","GEN LIMAN VON SANDERS",24,,,18250,,18250,0,7000,11250,0,0,0,0,150,10,0,,,"DD",,,,,"0","WL",,,25,-25,10,0,3,FALSE,,"Ottoman Empire"
386,"BR 8TH ARMY","LG MONTGOMERY",90,,,120000,,120000,0,1750,118250,0,450,,,576,2680,67,0,68,"DO","EE","RR",,,"0","SS",,,0,-20,10,-10,7,FALSE,,"Great Britain"
387,"GER & ITAL PZ ARMY","GFM ROMMEL",61,,,105223,,105223,0,15995,89228,0,593,51,542,592,3120,591,197,84,"DO","FF",,,,"0","RR","WL",,10,-10,10,-10,4,FALSE,,"Germany|Italy"
388,"GER & IT PZ ARMY","GENS STUMM & THOMA",61,,,105223,,105223,0,3695,101528,0,593,51,542,592,,127,,12,"DO","FF",,,,"0","RR","SS",,10,-10,10,-10,6,FALSE,,"Germany|Italy"
389,"GER & IT PZ ARMY","FM ROMMEL",61,,,101528,,101528,0,4500,97028,0,470,,352,,,180,,,"DO","FF",,,,"0","RR","SS",,10,-10,10,-10,6,FALSE,,"Germany|Italy"
390,"GER & IT PZ ARMY","FM ROMMEL",61,,,97000,,97000,0,7800,89200,0,310,,,,,284,,,"DD",,,,,"0","WL",,,10,-10,10,-10,5,FALSE,,"Germany|Italy"
391,"US 1ST ARMD DIV (ELMS)","LCOL WATERS",1.6,,,188,,188,0,21,167,0,25,25,0,3,0,7,0,0,"DO","DE",,,,"0","PS",,,0,-15,50,-50,8,FALSE,,"USA"
392,"US 1ST INF DIV(+)","MG ALLEN",25,,,22019,,22019,0,203,21816,0,75,0,75,124,,31,5,,"DD",,,,,"0",,,,5,-5,5,-5,7,FALSE,,"USA"
393,"GER VON MANTUEFFEL DIV(2/3)","LG BULOVIUS",32,14.5,,5000,,5000,,605,,0,5,0,5,34,,5,,,"DD",,,,,"0","WD",,,10,-15,25,-25,4,FALSE,,"Germany"
394,"GER 16TH PZ DIV (ELMS)","MG SIKENIUS",13,,,4250,,4250,0,100,4150,0,128,0,128,56,115,,,,"DO","EE","RF",,,"0",,,,15,-15,15,-15,4,FALSE,,"Germany"
395,"GER 16TH PZ DIV (ELMS)","MG SIKENIUS",6,,,4250,,4250,,120,,0,38,0,38,46,115,,,,"DO","EE","LF",,,"0","RR","SS",,15,-15,15,-15,4,FALSE,,"Germany"
396,"GER 16TH PZ DIV (ELMS)","MG SIKENIUS",11,,,8390,,8390,0,60,8330,0,78,0,78,90,7,,,,"DO",,,,,"0",,,,15,-15,15,-15,6,FALSE,,"Germany"
397,"BR 56TH IND DIV(+)","MG GRAHAM",4.8,,,11230,,11230,0,1639,9591,0,30,0,30,146,539,,,,"DD",,,,,"0",,,,10,-10,10,-10,7,FALSE,,"Great Britain"
398,"BR 46TH INF DIV(+)","MG HAWKESWORTH",14.5,,,12917,,12917,514,1164,12267,0,30,0,30,146,40,,,,"DD",,,,,"0",,,,10,-10,10,-10,7,FALSE,,"Great Britain"
399,"US 45TH INF DIV(+)","MG MIDDLETON",9.7,,,12691,,12691,0,317,12374,0,106,17,89,112,170,,,,"DD",,,,,"0",,,,10,-10,10,-10,7,FALSE,,"USA"
400,"GER 26TH PZ DIV (ELMS) & 16TH PZ DIV (ELMS)","MG LUETTWITZ",12,,,6995,,6995,,110,,0,58,0,58,80,31,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,5,FALSE,,"Germany"
401,"GER 26TH PZ DIV(+)(-)","MG LUETTWITZ",7.5,,,6702,,6702,,120,,0,59,0,59,80,10,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,5,FALSE,,"Germany"
402,"BR 46TH INF DIV(+)","MG HAWKESWORTH",14.5,,,18912,,18912,337,255,18994,0,96,4,92,152,33,,,,"DD",,,,,"0",,,,10,-10,10,-10,7,FALSE,,"Great Britain"
403,"GER 15TH PZ GR DIV(-)","MG RODT",1.5,,,8068,,8068,,80,,0,39,0,39,45,0,,,0,"DO","FF",,,,"0","RR","WD",,15,-15,15,-15,4,FALSE,,"Germany"
404,"GER 3RD PZ GR DIV(+)","MG BAADE",9,,,6435,,6435,,52,,0,42,0,42,51,27,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,3,FALSE,,"Germany"
405,"GER HERMANN GOERING PZ DIV(-)","MG SCHMALTZ",2,,,8000,,8000,0,94,7906,0,22,0,22,59,0,,,0,"DD",,,,,"0",,,,15,-15,15,-15,8,FALSE,,"Germany"
406,"GER 15TH PZ GR DIV(1/2)","MG RODT",9.600001,,,8158,,8158,,40,,0,39,0,39,45,0,,,0,"DO","FF",,,,"0","RR","WD",,15,-15,15,-15,5,FALSE,,"Germany"
407,"GER 3RD PZ GR DIV(-)(+)","MG LUETTWITZ",8,,,6435,,6435,,130,,0,44,0,44,43,53,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,5,FALSE,,"Germany"
408,"GER HERMANN GOERING PZ DIV(-)","MG SCHMALTZ",9,,,7250,,7250,,76,,0,22,0,22,59,10,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,3,FALSE,,"Germany"
409,"GER 3RD PZ GR DIV(-)","MG BAADE",5.2,,,5152,,5152,,103,,0,55,0,,51,116,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,6,FALSE,,"Germany"
410,"GER 15TH PZ GR DIV (-)","MG RODT",9,,,8138,,8138,,45,,0,40,0,40,45,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,5,FALSE,,"Germany"
411,"GER HERMANN GOERING PZ DIV(1/2)","MG SCHMALTZ",9,,,7239,,7239,,66,,0,22,0,22,49,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,5,FALSE,,"Germany"
412,"GER 15TH PZ GR DIV(1/2)","MG RODT",9,,,8128,,8128,,138,,0,39,0,39,45,3,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,5,FALSE,,"Germany"
413,"GER 15TH PZ GR DIV(1/2)","MG RODT",6.4,,,8088,,8088,,44,,0,39,0,39,45,0,,,0,"DD",,,,,"0",,,,15,-15,15,-15,7,FALSE,,"Germany"
414,"GER 3RD PZ GR DIV(-)(+)","MG BAADE",4.8,,,6321,,6321,,185,,0,30,0,30,41,48,,,,"DO","FF",,,,"0","PP","RR","WD",10,-10,10,-10,5,FALSE,,"Germany"
415,"GER 15TH PZ GR DIV(1/2)","MG RODT",5,,,6750,,6750,,33,,0,38,0,38,41,14,,,,"DD",,,,,"0",,,,15,-15,15,-15,7,FALSE,,"Germany"
416,"GER 3RD PZ GR DIV(1/2)","MG BAADE",6,,,6566,,6566,,142,,0,54,0,54,50,48,,,,"DD",,,,,"0",,,,15,-15,15,-15,6,FALSE,,"Germany"
417,"GER 3RD PZ GR DIV","MG BAADE",8,,,6566,,6566,,25,,0,54,0,54,50,146,,,,"DD",,,,,"0",,,,15,-15,15,-15,8,FALSE,,"Germany"
418,"BR 56TH INF DIV(1/3)","MG TEMPLER",0.5,,,5200,,5200,,310,,0,0,0,0,112,24,0,,,"DD",,,,,"0","WD",,,10,-10,10,-10,2,FALSE,,"Germany"
419,"GER 3RD PZ GR DIV(1/2)","MG BAADE",4.5,,,7942,,7942,,118,,0,42,0,42,53,58,,,,"DO","FF",,,,"0","RR","SS",,15,-15,15,-15,5,FALSE,,"Germany"
420,"GER 15TH PZ GR DIV(-)(+)","MG RODT",2,,,7588,,7588,,20,,0,12,0,12,37,0,,,0,"DD",,,,,"0",,,,15,-15,15,-15,6,FALSE,,"Germany"
421,"GER 15TH PZ GR DIV(1/4)","MG RODT",2,,,3288,,3288,,141,,0,12,0,12,34,0,,,0,"DO","FF",,,,"0","PP","RR","WD",15,-15,15,-15,3,FALSE,,"Germany"
422,"GER 15TH PZ GR DIV(1/4)","MG RODT",1,,,3288,,3288,,20,,0,12,0,12,34,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,3,FALSE,,"Germany"
423,"GER 3RD PZ GR DIV(1/2)(+)","LG GRAESER",7,,,6750,,6750,,130,,0,46,0,46,66,28,4,,,"DD",,,,,"0","WD",,,15,-15,15,-15,3,FALSE,,"Germany"
424,"BR 1ST INF DIV","MG PENNEY",7,,,17976,,17976,0,62,17914,0,71,0,71,242,33,,,,"DD",,,,,"0",,,,10,-10,10,-10,7,FALSE,,"Great Britain"
425,"GER 3RD PZ GR DIV","LG GRAESER",11,,,15098,,15098,,221,,0,92,0,92,123,30,,,,"DD",,,,,"0","SS",,,15,-15,15,-15,5,FALSE,,"Germany"
426,"BR 1ST INF DIV(1/3)(+)","MG PENNEY",11,5.2,,9834,,9834,,1450,,0,35,0,35,122,44,,,,"DD",,,,,"0","WD",,,10,-10,10,-10,5,FALSE,,"Great Britain"
427,"BR 1ST INF DIV","MG PENNEY",8,,,4515,,4515,,369,,0,139,0,139,82,7,,,,"DO","FF",,,,"0","PP","SS",,10,-10,10,-10,6,FALSE,,"Great Britain"
428,"US 45TH INF DIV(+)","MG EAGLES",3.2,,,5000,,5000,,107,,0,0,0,0,76,7,,,,"DD",,,,,"0","SS",,,5,-5,5,-5,5,FALSE,,"USA"
