dbpedia,isqno,origwar,war,theater,name,NAMA,belligerenta,sidea,COA,uri_coa,NAMD,belligerentd,COD,uri_cod
,647,"ARAB-ISRAELI, 1948",Arab-Israeli War of 1948-1949,,DEATH TO INVADER,IS RGT,Israel,B,?,,EGY RGT,Egypt,?,
,648,"ARAB-ISRAELI, 1948",Arab-Israeli War of 1948-1949,,EL AUJA (AYIN),IS DIV,Israel,B,?,,EGY DIV,Egypt,?,
,649,"ARAB-ISRAELI, 1948",Arab-Israeli War of 1948-1949,,AGEILA-RAFAH (AYIN),IS DIV,Israel,B,?,,EGY DIV,Egypt,?,
,650,"ARAB-ISRAELI, 1956",Sinai War of 1956,,ABU AGELIA-UM KATEF,IS DIV,Israel,A,?,,EGY RGT,Egypt,?,
,651,"ARAB-ISRAELI, 1956",Sinai War of 1956,,BIR RUD SALIM,IS RGT,Israel,A,?,,EGY RGT,Egypt,?,
,652,"ARAB-ISRAELI, 1956",Sinai War of 1956,,RAFAH-EL ARISH,IS DIV,Israel,A,?,,EGY DIV,Egypt,?,
,653,"ARAB-ISRAELI, 1956",Sinai War of 1956,,GAZA-KHAN YUNIS,IS RGT,Israel,A,?,,EGY RGT,Egypt,?,
Battle_of_Quang_Tri_(1968),654,VIET NAM,Vietnam War Phase 1 of 1960-1965,,QUANG TRI,NVN CORP,North Vietnam,A,?,,SVN DIV,South Vietnam,?,
Operation_Yevusi,655,"ARAB-ISRAELI, 1948",Arab-Israeli War of 1948-1949,,JERUSALEM (JEBUSSI),IS RGT,Israel,B,?,,JOR RGT,Jordan,?,
Operation_Danny,656,"ARAB-ISRAELI, 1948",Arab-Israeli War of 1948-1949,,JERUSALEM CORRIDOR,IS DIV,Israel,B,?,,JOR RGT,Jordan,?,
,657,WORLD WAR II,World War II of 1939-1945,Western Front,ARDENNES ,GER ARMY GRP,Germany,A,?,,FR ARMY,France,?,
,658,WORLD WAR II,World War II of 1939-1945,Western Front,CAMBRAI,GER DIV,Germany,A,?,,FR DIV,France,?,
,659,WORLD WAR II,World War II of 1939-1945,Western Front,ARRAS,BRIT RGT,Great Britain,B,?,,GER RGT,Germany,?,
,660,WORLD WAR II,World War II of 1939-1945,Western Front,BOOS,FR CO,France,B,?,,GER CO,Germany,?,
