,isqno,attacker,war,battle,name,cdb13_actors,commanders,uri
1176,570,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","SUEZ CANAL ASSAULT, SOUTH",IS SINAI DEF FORCE,Israel,MG MENDLER,http://en.wikipedia.org/wiki/Albert_Mandler
1177,570,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","SUEZ CANAL ASSAULT, SOUTH",EG 3RD ARMY,Egypt,MG WASSEL,http://en.wikipedia.org/wiki/Abdul_Munim_Wassel
1178,571,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",SECOND ARMY BUILDUP,IS SINAI DEF FORCE,Israel,MG MENDLER,http://en.wikipedia.org/wiki/Albert_Mandler
1179,571,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",SECOND ARMY BUILDUP,EG 2ND ARMY,Egypt,MG MAMOUN,http://en.wikipedia.org/wiki/Saad_Mamoun
1180,572,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",THIRD ARMY BUILDUP,IS SINAI DEF FORCE,Israel,MG MENDLER,http://en.wikipedia.org/wiki/Albert_Mandler
1181,572,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",THIRD ARMY BUILDUP,EG 3RD ARMY,Egypt,MG WASSEL,http://en.wikipedia.org/wiki/Abdul_Munim_Wassel
1182,573,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",KANTARA-FIRDAN,EG 2ND ARMY,Egypt,MG MAMOUN,http://en.wikipedia.org/wiki/Saad_Mamoun
1183,573,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",KANTARA-FIRDAN,IS ADAN DIV,Israel,MG ADAN,http://en.wikipedia.org/wiki/Avraham_Adan
1184,574,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","EGYPTIAN OFFENSIVE, NORTH",IS SASSON FORCE & SHARON DIV,Israel,MG GONEN,http://en.wikipedia.org/wiki/Shmuel_Gonen
1185,574,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","EGYPTIAN OFFENSIVE, NORTH",EG 2ND ARMY,Egypt,MG MAMOUN,http://en.wikipedia.org/wiki/Saad_Mamoun
1186,575,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","EGYPTIAN OFFENSIVE, SOUTH",IS MAGEN DIV(-)(+),Israel,BG MAGEN,?
1187,575,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","EGYPTIAN OFFENSIVE, SOUTH",EG 3RD ARMY,Egypt,MG WASSEL,http://en.wikipedia.org/wiki/Abdul_Munim_Wassel
1188,576,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",DEVERSOIR (CHINESE FARM I),EG 16TH DIV(1/2) & 21ST DIV(1/2),Egypt,BG HAFIZ,?
1189,576,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",DEVERSOIR (CHINESE FARM I),EG 16TH DIV(1/2) & 21ST DIV(1/2),Egypt,BG OWBY,
1190,576,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",DEVERSOIR (CHINESE FARM I),IS SHARON DIV,Israel,MG SHARON,http://en.wikipedia.org/wiki/Ariel_Sharon
1191,577,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",DEVERSOIR (CHINESE FARM II),EG 16TH DIV(-)(+),Egypt,BG HAFIZ,?
1192,577,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",DEVERSOIR (CHINESE FARM II),IS ADAN DIV(+),Israel,MG ADAN,http://en.wikipedia.org/wiki/Avraham_Adan
1193,578,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",DEVERSOIR WEST,EG 2ND ARMY(-),Egypt,MG KALIL,http://en.wikipedia.org/wiki/Abd-Al-Minaam_Khaleel
1194,578,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",DEVERSOIR WEST,IS ADAN DIV(+),Israel,MG ADAN,http://en.wikipedia.org/wiki/Avraham_Adan
1195,579,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",ISMAILIA,EG 2ND ARMY(-),Egypt,MG KALIL,http://en.wikipedia.org/wiki/Abd-Al-Minaam_Khaleel
1196,579,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",ISMAILIA,IS SHARON DIV,Israel,MG SHARON,http://en.wikipedia.org/wiki/Ariel_Sharon
1197,580,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",JEBEL GENEIFA,EG 3RD ARMY(-),Egypt,MG WASSEL,http://en.wikipedia.org/wiki/Abdul_Munim_Wassel
1198,580,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",JEBEL GENEIFA,IS ADAN DIV(+),Israel,MG ADAN,http://en.wikipedia.org/wiki/Avraham_Adan
1199,581,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",SHALLUFA I,EG 3RD ARMY(-),Egypt,MG WASSEL,http://en.wikipedia.org/wiki/Abdul_Munim_Wassel
1200,581,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",SHALLUFA I,IS ADAN DIV(+),Israel,MG ADAN,http://en.wikipedia.org/wiki/Avraham_Adan
1201,582,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",SHALLUFA II,EG 3RD ARMY(-),Egypt,MG WASSEL,http://en.wikipedia.org/wiki/Abdul_Munim_Wassel
1202,582,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",SHALLUFA II,IS ADAN DIV(+),Israel,MG ADAN,http://en.wikipedia.org/wiki/Avraham_Adan
1203,583,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",SUEZ,EG 3RD ARMY(-),Egypt,MG WASSEL,http://en.wikipedia.org/wiki/Abdul_Munim_Wassel
1204,583,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",SUEZ,IS ADAN DIV(+),Israel,MG ADAN,http://en.wikipedia.org/wiki/Avraham_Adan
1205,584,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",ADABIYA,EG 3RD ARMY(-),Egypt,MG WASSEL,http://en.wikipedia.org/wiki/Abdul_Munim_Wassel
1206,584,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",ADABIYA,IS MAGEN DIV,Israel,BG MAGEN,?
1207,585,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",KUNEITRA,IS 7TH ARMD BDE(-)(+),Israel,COL BEN GAL,http://en.wikipedia.org/wiki/Avigdor_Ben-Gal
1208,585,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",KUNEITRA,SYR 9TH INF DIV(+),Syria,COL TOURKMANI,?
1209,586,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",AHMADIYEH,IS 7TH ARMD BDE(-)(+),Israel,COL BEN GAL,http://en.wikipedia.org/wiki/Avigdor_Ben-Gal
1210,586,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",AHMADIYEH,SYR 7TH INF DIV(+),Syria,BG ABRASH,?
1211,587,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",RAFID,IS 188TH ARMD BDE(-)(+),Israel,COL BEN SHOHAM,?
1212,587,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",RAFID,SYR 5TH INF DIV(+),Syria,BG ASLAN,?
1213,588,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",YEHUDA-EL AL,IS 240TH ARMD DIV,Israel,MG LANER,?
1214,588,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",YEHUDA-EL AL,SYR 5TH INF DIV(+),Syria,BG ASLAN,?
1215,589,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",NAFEKH,IS 79TH ARMD BDE(+),Israel,COL OR,?
1216,589,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",NAFEKH,SYR 1ST ARMD DIV,Syria,COL JUHNI,?
1217,590,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",TEL FARRIS,SYR 5TH INF DIV(+),Syria,BG ASLAN,?
1218,590,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",TEL FARRIS,IS 146TH ARMD DIV(+),Israel,MG PELED,http://en.wikipedia.org/wiki/Elad_Peled
1219,591,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",HUSHNIYAH,SYR 9TH INF DIV(-)(+),Syria,COL TOURKMANI,?
1220,591,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",HUSHNIYAH,IS 240TH ARMD DIV(-)(+),Israel,MG LANER,?
1221,592,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",MOUNT HERMONIT,IS 7TH ARMD BDE(+),Israel,COL BEN GAL,http://en.wikipedia.org/wiki/Avigdor_Ben-Gal
1222,592,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",MOUNT HERMONIT,SYR 7TH INF DIV(+),Syria,BG ABRASH,?
1223,593,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",MOUNT HERMON I,SYR PARA BDE(-),Syria,,?
1224,593,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",MOUNT HERMON I,IS GOLANI BDE(-),Israel,COL DRORI,http://en.wikipedia.org/wiki/Amir_Drori
1225,594,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",TEL SHAMS,SYR 7TH INF DIV(-)(+),Syria,BG BERAKDAR,?
1226,594,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",TEL SHAMS,IS 36TH MECH DIV,Israel,BG EITAN,?
1227,595,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",TEL SHAAR,SYR 1ST ARMD DIV(+),Syria,COL JUHNI,?
1228,595,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",TEL SHAAR,IS 240TH ARMD DIV,Israel,MG LANER,?
1229,596,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",TEL EL HARA,IS 240TH ARMD DIV,Israel,MG LANER,?
1230,596,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",TEL EL HARA,IR 3RD ARMD DIV,Iraq,BG LAFTA,?
1231,597,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",KFAR SHAMS-TEL ANTAR,IS 3RD ARMD DIV,Israel,BG LAFTA,?
1232,597,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",KFAR SHAMS-TEL ANTAR,IS 240TH ARMD DIV(-),Israel,MG LANER,?
1233,598,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",NABA,IS 240TH ARMD DIV,Israel,MG LANER,?
1234,598,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",NABA,JOR 40TH ARMD BDE(+),Jordan,BG EL MAJALI,?
1235,599,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",ARAB COUNTEROFFENSIVE,IS 146TH ARMD DIV,Israel,MG PELED,http://en.wikipedia.org/wiki/Elad_Peled
1236,599,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",ARAB COUNTEROFFENSIVE,SYR 9TH INF DIV(-)(+),Syria,COL TOURKMANI,?
1237,600,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",MOUNT HERMON II,SYR PARA BDE,Syria,,?
1238,600,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",MOUNT HERMON II,IS GOLANI BDE,Israel,COL DRORI,http://en.wikipedia.org/wiki/Amir_Drori
1239,601,0,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",MOUNT HERMON III,SYR PARA BDE,Syria,,?
1240,601,1,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",MOUNT HERMON III,IS GOLANI BDE(+),Israel,COL DRORI,http://en.wikipedia.org/wiki/Amir_Drori
1241,602,0,WORLD WAR II,SIDI BOU ZID I,"US CCA, 1ST ARM DIV (+)",USA,BG MCQUILLION,
1242,602,1,WORLD WAR II,SIDI BOU ZID I,GER ELMS 10TH AND 21ST PNZR DIV,Germany,GEN ZIEGLER,http://en.wikipedia.org/wiki/Heinz_Ziegler
1243,603,0,WORLD WAR II,SIDI BOU ZID II,GER ELMS 10TH AND 21ST PD,Germany,GEN ZIEGLER,http://en.wikipedia.org/wiki/Heinz_Ziegler
1244,603,1,WORLD WAR II,SIDI BOU ZID II,"US CC C, 1ST ARMD DIV",USA,COL STACK,
1245,604,0,WORLD WAR II,KASSERINE PASS,US 26TH RCT (-)(+),USA,COL STARK,
1246,604,1,WORLD WAR II,KASSERINE PASS,GER AFRIKA KORPS (-),Germany,FM ROMMEL,http://en.wikipedia.org/wiki/Erwin_Rommel
1247,605,0,WORLD WAR II,RAPIDO NORTH I,"GER 1ST/129TH PGR, 15TH PGD",Germany,GEN RODT,http://en.wikipedia.org/wiki/Eberhard_Rodt
1248,605,1,WORLD WAR II,RAPIDO NORTH I,"US 141ST RCT (+), 36TH INF DIV",USA,COL WYATT,
1249,606,0,WORLD WAR II,RAPIDO NORTH II,"GER 1ST/129TH PGR, 15TH PGD",Germany,GEN RODT,http://en.wikipedia.org/wiki/Eberhard_Rodt
1250,606,1,WORLD WAR II,RAPIDO NORTH II,"US 141ST RCT (+), 36TH INF DIV",USA,COL WYATT,
1251,607,0,WORLD WAR II,RAPIDO SOUTH I,"GER 3RD/104TH PGR, 15TH PGD",Germany,GEN RODT,http://en.wikipedia.org/wiki/Eberhard_Rodt
1252,607,1,WORLD WAR II,RAPIDO SOUTH I,"US 143RD RCT (+), 36TH INF DIV",USA,COL MARTIN,
1253,608,0,WORLD WAR II,RAPIDO SOUTH II,"GER 3RD/104TH PGR, 15TH PGD",Germany,GEN RODT,http://en.wikipedia.org/wiki/Eberhard_Rodt
1254,608,1,WORLD WAR II,RAPIDO SOUTH II,"US 143RD RCT (+), 36TH INF DIV",USA,COL MARTIN,
1255,609,0,WORLD WAR II,BOWLING ALLEY I,"US 2ND/157TH INF (+), 45TH ID",USA,COL BROWN,
1256,609,1,WORLD WAR II,BOWLING ALLEY I,GER LXXVI PNZ CORPS (-),Germany,GEN MACKENSON,
1257,610,0,WORLD WAR II,BOWLING ALLEY II,"US 179TH INF (-)(+), 45TH ID",USA,COL KAMMERER,
1258,610,1,WORLD WAR II,BOWLING ALLEY II,GER LXXVI PNZ CORPS (-),Germany,GEN MACKENSON,
1259,611,0,WORLD WAR II,BOWLING ALLEY III,"US 180TH INF (-)(+), 45TH ID",USA,COL DULANEY,
1260,611,1,WORLD WAR II,BOWLING ALLEY III,GER LXXVI PNZ CORPS (-),Germany,GEN MACKENSON,
1261,612,0,WORLD WAR II,MORTAIN I,"US 117TH INF (-)(+), 30TH ID",USA,COL JOHNSON,
1262,612,1,WORLD WAR II,MORTAIN I,GER ELMS 1ST SS AND 2ND PNZ DIVS,Germany,GEN LUETTWITZ,
1263,613,0,WORLD WAR II,MORTAIN II,"US 120TH INF (-)(+), 30TH ID",USA,COL BIRKS,
1264,613,1,WORLD WAR II,MORTAIN II,GER ELMS 2ND SS PD AND 17TH SS PGD,Germany,COL BAUM,
1265,614,0,WORLD WAR II,SCHMIDT I,GER LXXIV CORPS (-),Germany,GEN STRAUBE,http://en.wikipedia.org/wiki/Erich_Straube
1266,614,1,WORLD WAR II,SCHMIDT I,"US 112TH INF (+), 28TH ID",USA,COL PETERSON,
1267,615,0,WORLD WAR II,SCHMIDT II,GER LXXIV CORPS (-),Germany,GEN STRAUBE,http://en.wikipedia.org/wiki/Erich_Straube
1268,615,1,WORLD WAR II,SCHMIDT II,"US 110TH INF (+), 28TH ID",USA,COL SEELY,
1269,616,0,WORLD WAR II,SCHMIDT III,GER LXXIV CORPS (-),Germany,GEN STRAUBE,http://en.wikipedia.org/wiki/Erich_Straube
1270,616,1,WORLD WAR II,SCHMIDT III,"US 109TH INF (+), 28TH ID",USA,COL STRICKLER,
1271,617,0,WORLD WAR II,WAHLERSCHEID,GER LXXIV CORPS (-),Germany,,
1272,617,1,WORLD WAR II,WAHLERSCHEID,"US 9TH INF(+), 2ND ID",USA,COL HIRSCHFELDER,
1273,618,0,WORLD WAR II,KRINKELT-ROCHERATH I,"US 3RD/23RD INF, 2ND ID",USA,COL TUTTLE,
1274,618,1,WORLD WAR II,KRINKELT-ROCHERATH I,GER 12TH SS PNZDIV (-)(+),Germany,COL KRAAS,
1275,619,0,WORLD WAR II,KRINKELT-ROCHERATH II,"US 38TH INF (-)(+), 2ND ID",USA,COL BOOS,
1276,619,1,WORLD WAR II,KRINKELT-ROCHERATH II,GER 12TH SS PNZDIV (-)(+),Germany,COL KRAAS,
1277,620,0,WORLD WAR II,SCHNEE EIFEL CENTER,"US 423RD INF, 106TH ID",USA,COL CAVENDER,
1278,620,1,WORLD WAR II,SCHNEE EIFEL CENTER,"GER 293RD VGRGT, 18TH VGD",Germany,COL HOFFMAN-SCHONBORN,
1279,621,0,WORLD WAR II,SCHNEE EIFEL SOUTH,"US 424TH INF (+), 106TH ID",USA,COL REID,
1280,621,1,WORLD WAR II,SCHNEE EIFEL SOUTH,GER 62ND VGDIV (+),Germany,GEN KITTEL,
1281,622,0,WORLD WAR II,SCHNEE EIFEL NORTH I,US 14TH CAV GRP (+),USA,COL DEVINE,
1282,622,1,WORLD WAR II,SCHNEE EIFEL NORTH I,GER 18TH VGDIV (-)(+),Germany,COL HOFFMAN-SCHONBORN,
1283,623,0,WORLD WAR II,SCHNEE EIFEL NORTH II,"US 422ND INF, (-)(+), 106TH ID",USA,COL DESCHENNEUX,
1284,623,1,WORLD WAR II,SCHNEE EIFEL NORTH II,GER 18TH VGDIV (-)(+),Germany,COL HOFFMAN-SCHONBORN,
1285,624,0,WORLD WAR II,OUR RIVER CENTER,"US 11OTH INF (-)(+), 28TH ID",USA,COL FULLER,
1286,624,1,WORLD WAR II,OUR RIVER CENTER,GER XLVII PNZ CORPS,Germany,GEN LUETTWITZ,
1287,625,0,WORLD WAR II,OUR RIVER NORTH,"US 112TH INF (+), 28TH ID",USA,COL NELSON,
1288,625,1,WORLD WAR II,OUR RIVER NORTH,GER LVIII PNZ CORPS,Germany,GEN KRUEGER,
1289,626,0,KOREAN WAR,PUSAN PERIMETER,US DIV,USA,,
1290,626,1,KOREAN WAR,PUSAN PERIMETER,NKOR CORP,North Korea,,
1291,627,0,KOREAN WAR,PUSAN BREAKOUT,NKOR CORP,North Korea,,
1292,627,1,KOREAN WAR,PUSAN BREAKOUT,US DIV,USA,,
1293,628,0,KOREAN WAR,NAM RIVER,NKOR ARMY,North Korea,,
1294,628,1,KOREAN WAR,NAM RIVER,US DIV,USA,,
1295,629,0,KOREAN WAR,KUNSON,NKOR ARMY,North Korea,,
1296,629,1,KOREAN WAR,KUNSON,US DIV,USA,,
1297,630,0,KOREAN WAR,BUTTE LINE,NKOR ARMY,North Korea,,
1298,630,1,KOREAN WAR,BUTTE LINE,US DIV,USA,,
1299,631,0,KOREAN WAR,HAN RIVER,NKOR ARMY,North Korea,,
1300,631,1,KOREAN WAR,HAN RIVER,US DIV,USA,,
1301,632,0,KOREAN WAR,CHAN RIVER,NKOR ARMY,North Korea,,
1302,632,1,KOREAN WAR,CHAN RIVER,US DIV,USA,,
1303,633,0,KOREAN WAR,PIERCE LINE,NKOR ARMY,North Korea,,
1304,633,1,KOREAN WAR,PIERCE LINE,US DIV,USA,,
1305,634,0,KOREAN WAR,KANSAS LINE,US DIV,USA,,
1306,634,1,KOREAN WAR,KANSAS LINE,NKOR ARMY,North Korea,,
1307,635,0,KOREAN WAR,IRON TRIANGLE,US DIV,USA,,
1308,635,1,KOREAN WAR,IRON TRIANGLE,NKOR ARMY,North Korea,,
1309,636,0,KOREAN WAR,BAYONETTE LINE,NKOR ARMY,North Korea,,
1310,636,1,KOREAN WAR,BAYONETTE LINE,US DIV,USA,,
1311,637,0,WORLD WAR II,TARGUL FRUMOS,GER DIV,Germany,,
1312,637,1,WORLD WAR II,TARGUL FRUMOS,USSR ARMY,USSR,,
1313,638,0,"ARAB-ISRAELI, 1948",MISHMAR HAYARDEN 1,IS RGT,Israel,,
1314,638,1,"ARAB-ISRAELI, 1948",MISHMAR HAYARDEN 1,SYR RGT,Syria,,
1315,639,0,"ARAB-ISRAELI, 1948",MISHMAR HAYARDEN 2,IS RGT,Israel,,
1316,639,1,"ARAB-ISRAELI, 1948",MISHMAR HAYARDEN 2,SYR RGT,Syria,,
1317,640,0,"ARAB-ISRAELI, 1948",HIRAM,SYR RGT,Syria,,
1318,640,1,"ARAB-ISRAELI, 1948",HIRAM,IS DIV,Israel,,
1319,641,0,"ARAB-ISRAELI, 1967",BANIAS-MASAADA,SYR RGT,Syria,,
1320,641,1,"ARAB-ISRAELI, 1967",BANIAS-MASAADA,IS RGT,Israel,,
1321,642,0,"ARAB-ISRAELI, 1967",BOUTMIYA,SYR DIV,Syria,,
1322,642,1,"ARAB-ISRAELI, 1967",BOUTMIYA,IS DIV,Israel,,
1323,643,0,"ARAB-ISRAELI, 1967",KUNEITRA,SYR DIV,Syria,,
1324,643,1,"ARAB-ISRAELI, 1967",KUNEITRA,IS DIV,Israel,,
1325,644,0,WORLD WAR II,TARTO-TIBER,GER DIV,Germany,,
1326,644,1,WORLD WAR II,TARTO-TIBER,BRIT CORP,Great Britain,,
1327,645,0,"ISRAEL-LEBANON, 1982",BEKKA VALLEY,SYR DIV,Syria,,
1328,645,1,"ISRAEL-LEBANON, 1982",BEKKA VALLEY,IS CORP,Israel,,
1329,646,0,"ARAB-ISRAELI, 1948",ACRE,EGY RGT,Egypt,,
1330,646,1,"ARAB-ISRAELI, 1948",ACRE,IS RGT,Israel,,
1331,647,0,"ARAB-ISRAELI, 1948",DEATH TO INVADER,EGY RGT,Egypt,,
1332,647,1,"ARAB-ISRAELI, 1948",DEATH TO INVADER,IS RGT,Israel,,
1333,648,0,"ARAB-ISRAELI, 1948",EL AUJA (AYIN),EGY DIV,Egypt,,
1334,648,1,"ARAB-ISRAELI, 1948",EL AUJA (AYIN),IS DIV,Israel,,
1335,649,0,"ARAB-ISRAELI, 1948",AGEILA-RAFAH (AYIN),EGY DIV,Egypt,,
1336,649,1,"ARAB-ISRAELI, 1948",AGEILA-RAFAH (AYIN),IS DIV,Israel,,
1337,650,0,"ARAB-ISRAELI, 1956",ABU AGELIA-UM KATEF,EGY RGT,Egypt,,
1338,650,1,"ARAB-ISRAELI, 1956",ABU AGELIA-UM KATEF,IS DIV,Israel,,
1339,651,0,"ARAB-ISRAELI, 1956",BIR RUD SALIM,EGY RGT,Egypt,,
1340,651,1,"ARAB-ISRAELI, 1956",BIR RUD SALIM,IS RGT,Israel,,
1341,652,0,"ARAB-ISRAELI, 1956",RAFAH-EL ARISH,EGY DIV,Egypt,,
1342,652,1,"ARAB-ISRAELI, 1956",RAFAH-EL ARISH,IS DIV,Israel,,
1343,653,0,"ARAB-ISRAELI, 1956",GAZA-KHAN YUNIS,EGY RGT,Egypt,,
1344,653,1,"ARAB-ISRAELI, 1956",GAZA-KHAN YUNIS,IS RGT,Israel,,
1345,654,0,VIET NAM,QUANG TRI,SVN DIV,South Vietnam,,
1346,654,1,VIET NAM,QUANG TRI,NVN CORP,North Vietnam,,
1347,655,0,"ARAB-ISRAELI, 1948",JERUSALEM (JEBUSSI),JOR RGT,Jordan,,
1348,655,1,"ARAB-ISRAELI, 1948",JERUSALEM (JEBUSSI),IS RGT,Israel,,
1349,656,0,"ARAB-ISRAELI, 1948",JERUSALEM CORRIDOR,JOR RGT,Jordan,,
1350,656,1,"ARAB-ISRAELI, 1948",JERUSALEM CORRIDOR,IS DIV,Israel,,
1351,657,0,WORLD WAR II,ARDENNES,FR ARMY,France,,
1352,657,1,WORLD WAR II,ARDENNES,GER ARMY GRP,Germany,,
1353,658,0,WORLD WAR II,CAMBRAI,FR DIV,France,,
1354,658,1,WORLD WAR II,CAMBRAI,GER DIV,Germany,,
1355,659,0,WORLD WAR II,ARRAS,GER RGT,Germany,,
1356,659,1,WORLD WAR II,ARRAS,BRIT RGT,Great Britain,,
1357,660,0,WORLD WAR II,BOOS,GER CO,Germany,,
1358,660,1,WORLD WAR II,BOOS,FR CO,France,,
